Num_Acc,senc,catv,occutc,obs,obsm,choc,manv,num_veh
201200000056,0,07,000,13,2,5,01,B02
201200000056,0,10,000,00,2,1,09,A01
201200000057,0,07,000,00,1,2,17,A01
201200000058,0,07,000,02,0,2,13,A01
201200000059,0,07,000,10,0,2,14,A01
201200000060,0,07,000,00,2,8,15,B02
201200000060,0,33,000,00,2,1,17,A01
201200000061,0,07,000,00,2,1,13,A01
201200000061,0,01,000,00,2,4,01,B02
201200000062,0,10,000,00,2,8,01,B02
201200000062,0,10,000,00,2,3,13,A01
201200000063,0,33,000,00,0,0,01,A01
201200000064,0,07,000,02,0,1,01,A01
201200000065,0,33,000,00,2,3,13,A01
201200000065,0,10,000,00,2,3,01,B02
201200000066,0,07,000,00,1,2,01,A01
201200000067,0,07,000,06,0,1,01,A01
201200000068,0,07,000,02,0,3,17,A01
201200000069,0,33,000,00,0,0,01,A01
201200000070,0,07,000,00,0,6,01,B02
201200000070,0,07,000,00,2,1,17,A01
201200000071,0,02,000,00,2,1,01,B02
201200000071,0,10,000,00,0,5,15,A01
201200000072,0,10,000,00,2,2,15,A01
201200000072,0,13,000,00,2,1,01,B02
201200000073,0,07,000,00,1,7,01,A01
201200000074,0,07,000,00,1,1,01,A01
201200000075,0,33,000,08,0,1,01,A01
201200000076,0,07,000,00,2,3,01,A01
201200000076,0,07,000,00,2,3,01,B02
201200000077,0,01,000,00,2,4,02,C03
201200000077,0,01,000,00,2,4,02,B02
201200000078,0,33,000,06,0,1,01,A01
201200000079,0,07,000,00,2,2,01,B02
201200000079,0,30,000,00,2,8,10,A01
201200000080,0,03,000,00,0,8,10,A01
201200000081,0,07,000,09,1,1,20,A01
201200000082,0,07,000,00,2,1,15,A01
201200000082,0,07,000,00,2,1,01,B02
201200000083,0,10,000,00,0,4,01,B02
201200000083,0,07,000,00,2,1,01,A01
201200000084,0,02,000,00,0,2,12,A01
201200000085,0,07,000,00,0,7,01,A01
201200000085,0,07,000,00,2,1,01,B02
201200000086,0,14,000,00,2,5,01,B02
201200000086,0,01,000,00,2,3,01,A01
201200000087,0,07,000,06,0,1,14,A01
201200000088,0,07,000,00,2,1,01,B02
201200000088,0,10,000,00,0,1,01,A01
201200000089,0,07,000,00,2,1,01,A01
201200000089,0,30,000,00,2,1,05,B02
201200000090,0,31,000,00,2,1,01,B02
201200000090,0,07,000,00,2,8,09,A01
201200000091,0,07,000,00,1,3,01,A01
201200000092,0,07,000,00,2,1,13,A01
201200000092,0,10,000,00,2,1,01,B02
201200000093,0,07,000,01,0,3,13,A01
201200000094,0,21,000,00,2,3,01,B02
201200000094,0,07,000,00,2,2,01,C03
201200000094,0,07,000,00,2,3,13,A01
201200000095,0,07,000,00,2,1,02,A01
201200000095,0,07,000,00,2,4,01,B02
201200000096,0,33,000,00,2,8,01,B02
201200000096,0,07,000,00,0,2,15,A01
201200000096,0,07,000,00,0,6,01,C03
201200000097,0,07,000,00,1,1,01,A01
201200000098,0,33,000,00,2,1,13,B02
201200000098,0,10,000,00,0,4,13,A01
201200000099,0,01,000,00,0,0,01,A01
201200000099,0,01,000,00,2,1,01,C03
201200000099,0,01,000,00,2,1,01,B02
201200000100,0,07,000,00,1,1,01,A01
201200000101,0,07,000,00,2,2,01,A01
201200000101,0,07,000,00,2,2,01,B02
201200000102,0,07,000,00,2,2,01,A01
201200000102,0,07,000,00,2,3,01,B02
201200000103,0,07,000,00,2,1,01,A01
201200000103,0,07,000,00,0,4,01,B02
201200000104,0,01,000,00,2,1,15,B02
201200000104,1,33,000,00,2,1,01,A01
201200000105,0,07,000,00,1,1,01,A01
201200000106,0,07,000,02,0,9,01,A01
201200000107,0,07,000,00,1,3,01,A01
201200000108,0,07,000,00,2,3,17,A01
201200000109,0,31,000,00,2,2,15,A01
201200000109,0,07,000,00,0,6,15,B02
201200000110,0,21,000,00,2,8,01,B02
201200000110,0,15,000,00,2,3,11,A01
201200000111,0,07,000,13,0,9,00,A01
201200000112,0,07,000,00,2,3,01,A01
201200000112,0,07,000,00,2,3,01,B02
201200000113,0,07,000,00,1,1,00,A01
201200000114,0,07,000,00,2,3,15,A01
201200000114,0,33,000,00,2,3,01,B02
201200000115,0,07,000,00,1,8,01,A01
201200000116,0,33,000,00,5,0,21,A01
201200000117,0,30,000,00,2,1,01,B02
201200000117,0,07,000,00,2,1,15,A01
201200000118,0,17,000,00,2,1,01,B02
201200000118,0,07,000,00,2,1,15,A01
201200000119,0,07,000,00,0,9,01,A01
201200000120,0,32,000,00,0,7,01,A01
201200000121,0,33,000,00,2,1,01,B02
201200000121,0,07,000,00,2,6,19,A01
201200000122,0,01,000,00,0,1,00,A01
201200000122,0,07,000,00,2,7,01,B02
201200000123,0,07,000,00,2,1,20,B02
201200000123,0,01,000,00,2,4,01,A01
201200000124,0,07,000,00,2,3,13,A01
201200000124,0,07,000,00,2,3,01,B02
201200000125,0,30,000,00,2,1,01,B02
201200000125,0,10,000,00,0,6,04,A01
201200000126,0,07,000,06,0,1,01,A01
201200000127,0,07,000,16,0,2,00,A01
201200000128,0,33,000,00,0,9,01,A01
201200000129,0,07,000,01,0,1,01,A01
201200000130,0,07,000,13,0,1,14,A01
201200000131,0,07,000,00,1,2,01,A01
201200000132,0,10,000,00,1,3,00,A01
201200000133,0,07,000,00,2,3,01,B02
201200000133,0,07,000,00,2,3,01,A01
201200000134,0,07,000,00,1,2,01,A01
201200000135,0,31,000,00,2,1,01,B02
201200000135,0,07,000,00,2,3,15,A01
201200000136,0,07,000,00,1,3,01,A01
201200000137,0,07,000,00,2,3,13,A01
201200000137,0,07,000,00,2,3,01,B02
201200000138,0,02,000,00,0,1,15,B02
201200000138,0,07,000,00,0,8,01,A01
201200000139,0,01,000,00,2,5,19,B02
201200000139,0,07,000,00,9,2,01,A01
201200000140,0,07,000,00,0,6,15,A01
201200000140,0,33,000,01,2,1,01,B02
201200000141,0,31,000,00,0,0,01,B02
201200000141,0,37,000,00,0,2,15,A01
201200000142,0,07,000,00,0,2,00,A01
201200000143,0,07,000,00,1,3,01,A01
201200000144,0,07,000,02,0,8,14,A01
201200000145,0,07,000,00,0,1,20,A01
201200000146,0,30,000,02,0,1,01,A01
201200000147,0,02,000,00,0,8,00,B02
201200000147,0,07,000,00,0,8,00,A01
201200000148,0,07,000,16,0,9,01,A01
201200000149,0,30,000,00,2,1,01,A01
201200000149,0,07,000,00,2,3,15,B02
201200000150,0,07,000,02,0,1,01,A01
201200000151,0,07,000,00,2,2,01,B02
201200000151,0,01,000,00,2,1,01,A01
201200000152,0,10,000,00,0,5,23,C03
201200000152,0,07,000,00,2,6,23,B02
201200000152,0,10,000,00,2,1,01,D04
201200000152,0,15,000,00,2,1,01,A01
201200000153,1,07,000,00,1,7,17,A01
201200000154,0,07,000,00,2,3,13,A01
201200000154,0,07,000,00,2,3,01,B02
201200000155,0,07,000,06,0,2,01,A01
201200000156,0,07,000,00,0,1,01,A01
201200000157,0,03,000,15,0,1,01,A01
201200000158,0,20,000,00,2,1,18,B02
201200000158,0,32,000,00,2,2,01,A01
201200000159,0,07,000,13,0,1,01,A01
201200000160,0,10,000,00,2,2,01,A01
201200000160,0,01,000,00,0,4,01,B02
201200000161,0,07,000,13,0,9,01,A01
201200000162,0,07,000,00,2,1,01,B02
201200000162,0,07,000,00,0,8,11,A01
201200000163,0,31,000,00,2,1,02,A01
201200000164,0,07,000,00,2,1,13,A01
201200000164,0,10,000,00,2,3,01,B02
201200000165,0,07,000,00,2,4,02,A01
201200000165,0,07,000,00,2,1,02,B02
201200000166,0,14,000,00,0,6,15,B02
201200000166,0,33,000,00,2,1,21,A01
201200000167,0,07,000,01,1,1,02,A01
201200000167,0,07,000,00,2,4,24,B02
201200000167,0,07,000,00,0,7,24,C03
201200000167,0,07,000,00,0,4,24,D04
201200000167,0,07,000,00,0,4,24,E05
201200000168,0,33,000,00,2,1,02,A01
201200000168,0,07,000,00,2,5,09,B02
201200000169,0,33,000,00,1,1,01,A01
201200000170,0,07,000,00,0,1,00,A01
201200000171,0,31,000,00,0,1,01,A01
201200000172,0,07,000,00,2,3,02,C03
201200000172,0,10,000,00,2,1,05,A01
201200000172,0,07,000,00,2,1,01,B02
201200000173,0,07,000,00,1,2,21,A01
201200000174,0,07,000,00,1,3,01,A01
201200000175,0,07,000,13,0,2,14,A01
201200000176,0,07,000,00,2,6,01,C03
201200000176,0,01,000,00,0,0,23,B02
201200000176,0,07,000,00,2,1,01,A01
201200000177,0,03,000,00,0,2,15,A01
201200000177,0,30,000,00,0,1,01,B02
201200000178,0,07,000,00,0,9,01,A01
201200000179,0,07,000,00,2,3,01,B02
201200000179,0,07,000,00,2,3,01,A01
201200000180,0,33,000,00,2,1,02,A01
201200000180,0,33,000,00,0,4,00,B02
201200000181,0,07,000,13,0,2,01,A01
201200000182,0,33,000,00,0,0,01,A01
201200000183,0,07,000,06,0,1,01,A01
201200000184,0,07,000,00,2,7,01,B02
201200000184,0,33,000,00,2,8,13,A01
201200000185,0,07,000,04,0,3,17,A01
201200000186,0,07,000,13,0,1,01,A01
201200000187,0,07,000,13,0,1,01,A01
201200000188,0,07,000,13,0,9,21,A01
201200000189,0,07,000,00,2,7,13,A01
201200000189,0,14,000,00,2,1,01,B02
201200000190,0,17,000,00,2,2,01,A01
201200000190,0,07,000,00,2,8,15,B02
201200000191,0,07,000,00,2,3,13,A01
201200000191,0,07,000,00,2,3,01,B02
201200000192,0,07,000,00,0,1,00,A01
201200000193,0,07,000,02,0,1,01,A01
201200000194,0,07,000,00,2,3,05,A01
201200000194,0,14,000,00,2,3,01,B02
201200000195,0,10,000,00,2,3,13,A01
201200000195,0,07,000,00,2,2,13,B02
201200000196,0,07,000,00,2,1,01,B02
201200000196,0,07,000,00,2,8,13,A01
201200000197,0,07,000,00,1,2,01,A01
201200000198,0,03,000,06,0,1,01,A01
201200000199,0,07,000,13,0,3,01,A01
201200000200,0,33,000,00,2,1,13,B02
201200000200,0,07,000,00,2,3,01,A01
201200000201,0,07,000,02,0,1,13,A01
201200000202,0,33,000,00,0,0,15,A01
201200000203,0,07,000,01,2,2,15,A01
201200000203,0,07,000,00,2,1,01,B02
201200000203,0,07,000,00,2,1,23,C03
201200000204,0,10,000,00,2,6,19,B02
201200000204,0,07,000,00,2,2,01,A01
201200000205,0,07,000,00,2,1,15,A01
201200000205,0,07,000,00,2,1,01,B02
201200000206,0,07,000,02,0,8,13,A01
201200000207,0,07,000,00,1,2,01,A01
201200000208,0,07,000,02,0,8,01,A01
201200000209,0,07,000,13,0,3,01,A01
201200000210,0,07,000,08,0,3,16,B02
201200000210,0,07,000,12,0,1,01,A01
201200000211,0,07,000,13,0,3,13,A01
201200000212,0,07,000,00,2,2,19,A01
201200000212,0,17,000,00,2,3,01,B02
201200000213,0,07,000,02,0,1,19,A01
201200000214,0,07,000,00,0,3,19,B02
201200000214,0,07,000,00,0,1,01,A01
201200000215,0,07,000,08,0,1,14,A01
201200000216,0,07,000,01,1,1,02,B02
201200000217,0,07,000,00,2,3,01,B02
201200000217,0,33,000,00,2,1,17,A01
201200000218,0,01,000,00,2,1,19,B02
201200000218,0,07,000,00,2,7,01,A01
201200000219,0,35,000,00,2,2,15,A01
201200000219,0,07,000,00,2,3,01,B02
201200000220,0,30,000,00,2,1,01,A01
201200000220,0,07,000,00,2,3,01,B02
201200000221,0,36,000,13,0,8,00,A01
201200000222,0,07,000,00,2,3,01,A01
201200000222,0,07,000,00,2,3,01,B02
201200000223,0,31,000,00,2,8,13,A01
201200000223,0,07,000,00,2,8,01,B02
201200000224,0,07,000,00,1,1,15,A01
201200000225,0,07,000,00,9,7,15,A01
201200000225,0,01,000,00,2,1,01,B02
201200000226,0,07,000,00,2,7,02,A01
201200000226,0,07,000,01,2,1,01,B02
201200000227,0,07,000,00,2,3,01,B02
201200000227,0,07,000,00,2,3,13,A01
201200000228,0,07,000,02,0,7,13,A01
201200000229,0,07,000,02,0,2,21,B02
201200000229,0,10,000,00,0,0,09,A01
201200000230,0,07,000,00,2,1,01,A01
201200000230,0,01,000,00,2,1,01,B02
201200000231,0,07,000,00,0,4,01,D04
201200000231,0,07,000,00,2,3,01,C03
201200000231,0,10,000,00,2,1,01,A01
201200000231,0,07,000,00,2,4,01,B02
201200000232,0,07,000,05,0,7,01,A01
201200000233,0,07,000,00,2,7,19,B02
201200000233,0,33,000,00,2,1,01,A01
201200000234,0,10,000,00,0,9,01,A01
201200000235,0,07,000,00,2,1,01,B02
201200000235,0,07,000,00,2,1,13,A01
201200000236,0,07,000,00,1,2,01,A01
201200000237,0,07,000,14,0,1,01,A01
201200000238,1,07,000,00,1,3,01,A01
201200000239,0,07,000,00,0,1,21,B02
201200000239,0,07,000,00,0,1,01,A01
201200000240,0,07,000,00,2,1,01,A01
201200000240,0,01,000,00,2,8,01,B02
201200000241,0,07,000,00,2,8,01,A01
201200000241,0,07,000,00,2,1,19,B02
201200000242,0,07,000,00,2,1,01,A01
201200000242,0,07,000,00,2,1,05,B02
201200000243,0,30,000,00,2,1,19,B02
201200000243,0,07,000,00,2,2,21,A01
201200000244,0,07,000,00,2,7,15,A01
201200000244,0,02,000,00,2,3,01,B02
201200000245,0,33,000,00,2,1,01,B02
201200000245,0,07,000,00,2,2,15,A01
201200000246,0,07,000,00,2,7,15,A01
201200000246,0,33,000,00,2,1,01,B02
201200000247,0,33,000,12,0,0,01,A01
201200000248,0,07,000,00,2,8,19,A01
201200000248,0,07,000,00,2,1,01,B02
201200000249,0,30,000,00,2,1,19,A01
201200000249,0,07,000,00,2,1,01,B02
201200000250,0,10,000,00,2,3,01,A01
201200000250,0,02,000,00,2,6,09,B02
201200000251,0,07,000,00,1,2,01,A01
201200000252,0,07,000,13,0,1,01,A01
201200000253,0,33,000,00,2,0,21,B02
201200000253,0,21,000,00,0,0,19,A01
201200000254,0,07,000,00,2,1,13,A01
201200000254,0,07,000,00,2,1,01,B02
201200000255,0,07,000,00,2,5,01,B02
201200000255,0,07,000,00,2,3,10,A01
201200000256,0,07,000,13,0,9,01,A01
201200000257,0,07,000,00,0,1,01,A01
201200000258,0,07,000,02,0,1,13,A01
201200000259,0,07,000,00,9,3,16,B02
201200000259,0,30,000,00,2,1,01,A01
201200000260,0,07,000,02,0,3,13,A01
201200000261,0,07,000,06,0,1,00,A01
201200000262,0,07,000,06,2,3,01,A01
201200000262,0,30,000,00,2,1,01,B02
201200000263,0,07,000,00,2,2,16,A01
201200000263,0,07,000,00,2,8,18,B02
201200000264,0,07,000,02,0,8,01,A01
201200000265,0,07,000,01,0,1,01,A01
201200000265,0,07,000,00,0,8,24,B02
201200000266,0,07,000,00,1,1,01,A01
201200000267,0,07,000,00,1,3,01,A01
201200000268,0,10,000,00,0,4,23,A01
201200000268,0,10,000,00,2,1,02,B02
201200000269,0,31,000,06,0,1,01,A01
201200000270,0,07,000,02,0,7,01,A01
201200000271,0,07,000,01,0,1,00,A01
201200000272,0,07,000,06,0,1,00,A01
201200000273,0,07,000,02,0,1,01,A01
201200000274,0,07,000,10,0,3,01,A01
201200000275,0,07,000,02,0,1,01,A01
201200000276,0,07,000,02,0,7,01,A01
201200000277,0,07,000,00,1,1,01,A01
201200000278,0,07,000,00,2,3,00,B02
201200000278,0,33,000,00,2,1,01,A01
201200000279,0,07,000,00,1,1,01,A01
201200000280,0,07,000,02,0,1,01,A01
201200000281,0,07,000,13,0,0,01,A01
201200000282,0,01,000,00,0,8,19,B02
201200000283,0,07,000,00,1,1,01,A01
201200000284,0,07,000,00,2,1,01,B02
201200000284,0,07,000,00,2,7,06,A01
201200000285,0,07,000,06,0,1,01,A01
201200000286,0,38,000,00,2,1,01,A01
201200000286,0,07,000,00,2,8,17,B02
201200000287,0,30,000,03,0,1,15,A01
201200000288,0,07,000,13,0,1,01,A01
201200000289,0,21,000,00,1,7,01,A01
201200000289,0,07,000,00,1,7,23,B02
201200000290,0,07,000,00,2,3,13,A01
201200000290,0,07,000,00,2,3,13,B02
201200000291,0,07,000,08,0,1,01,A01
201200000292,0,07,000,00,2,1,13,A01
201200000292,0,07,000,00,2,1,01,B02
201200000293,0,07,000,00,2,1,01,B02
201200000293,0,15,000,00,2,6,10,A01
201200000294,0,07,000,00,2,2,15,A01
201200000294,0,07,000,00,2,3,01,B02
201200000295,0,07,000,02,0,7,14,A01
201200000296,0,07,000,02,0,1,01,A01
201200000297,0,33,000,00,0,1,01,A01
201200000297,0,33,000,00,0,1,00,B02
201200000298,0,33,000,00,0,8,01,A01
201200000299,0,07,000,13,0,1,01,A01
201200000300,0,07,000,00,2,3,01,B02
201200000300,0,07,000,00,2,2,14,A01
201200000301,0,07,000,13,0,8,01,A01
201200000302,1,07,000,00,2,2,14,A01
201200000302,0,30,000,00,0,6,02,B02
201200000303,0,10,000,00,2,2,01,A01
201200000303,0,07,000,02,2,3,01,C03
201200000303,0,07,000,00,0,6,23,B02
201200000304,0,30,000,00,0,0,01,A01
201200000305,0,30,000,00,2,4,15,B02
201200000305,0,33,000,00,2,1,01,A01
201200000306,0,07,000,00,2,3,15,A01
201200000306,0,02,000,00,2,1,01,B02
201200000307,0,07,000,00,2,2,19,A01
201200000307,0,07,000,00,2,3,01,B02
201200000308,0,07,000,00,1,3,01,A01
201200000309,0,07,000,00,2,1,01,B02
201200000309,0,07,000,00,2,1,05,A01
201200000310,1,15,000,00,1,3,22,Z02
201200000311,0,07,000,00,2,7,23,C03
201200000311,0,33,000,00,2,1,17,A01
201200000311,0,33,000,00,2,4,15,B02
201200000312,0,07,000,02,0,2,13,A01
201200000313,0,07,000,00,0,2,15,A01
201200000313,0,33,000,00,2,1,21,B02
201200000314,0,07,000,06,0,5,01,A01
201200000315,0,07,000,00,0,1,01,A01
201200000316,0,07,000,00,2,1,13,A01
201200000316,0,07,000,00,2,3,01,B02
201200000317,0,07,000,13,0,3,01,A01
201200000318,0,07,000,00,2,3,01,A01
201200000318,0,33,000,00,2,3,15,B02
201200000319,0,07,000,00,2,2,01,B02
201200000319,0,07,000,00,2,3,01,A01
201200000320,0,10,000,00,2,2,01,A01
201200000320,0,01,000,00,2,8,15,B02
201200000321,0,07,000,00,2,8,01,A01
201200000321,0,07,000,00,2,8,01,B02
201200000322,0,07,000,00,2,6,09,A01
201200000322,0,33,000,00,2,1,01,B02
201200000323,0,07,000,02,0,7,01,A01
201200000324,0,07,000,02,0,2,13,A01
201200000325,0,07,000,02,0,3,00,A01
201200000326,0,07,000,00,2,3,01,B02
201200000326,0,07,000,00,2,2,13,A01
201200000327,0,07,000,01,0,1,13,A01
201200000328,0,07,000,00,2,1,09,A01
201200000328,0,01,000,00,2,5,15,B02
201200000329,0,07,000,02,0,1,14,A01
201200000330,0,10,000,00,2,8,19,B02
201200000330,0,07,000,00,2,1,01,A01
201200000331,0,10,000,00,2,1,01,B02
201200000331,0,07,000,00,2,3,01,A01
201200000332,0,21,000,00,2,1,01,B02
201200000332,0,07,000,00,2,9,01,A01
201200000333,0,07,000,00,2,1,01,B02
201200000333,0,07,000,00,2,1,01,A01
201200000334,0,07,000,00,2,1,01,A01
201200000334,0,07,000,00,2,1,01,B02
201200000335,0,10,000,00,1,4,04,A01
201200000336,0,07,000,02,0,9,01,A01
201200000337,0,07,000,00,0,3,01,B02
201200000337,0,07,000,00,0,3,13,A01
201200000338,0,07,000,00,2,3,09,A01
201200000338,0,07,000,00,2,3,09,B02
201200000339,0,07,000,02,0,1,17,A01
201200000340,0,07,000,02,0,9,13,A01
201200000341,0,02,000,00,2,1,01,B02
201200000341,0,02,000,00,2,1,01,A01
201200000342,0,07,000,00,0,0,00,A01
201200000343,0,07,000,00,2,7,01,A01
201200000343,0,07,000,00,2,1,01,B02
201200000344,0,31,000,00,0,0,01,A01
201200000345,0,07,000,00,9,3,01,B02
201200000345,0,01,000,00,2,1,01,A01
201200000346,0,33,000,00,0,8,01,A01
201200000347,0,07,000,00,2,0,00,C03
201200000347,0,07,000,00,2,0,00,B02
201200000347,0,07,000,00,2,1,13,A01
201200000348,0,07,000,00,2,2,13,A01
201200000348,0,10,000,00,2,1,01,B02
201200000349,0,10,000,00,1,3,01,A01
201200000350,0,07,000,02,0,1,13,A01
201200000351,0,07,000,01,0,1,13,A01
201200000352,0,10,000,00,0,9,01,A01
201200000353,0,07,000,00,1,3,01,A01
201200000354,0,30,000,08,0,1,01,A01
201200000355,0,07,000,13,0,1,14,A01
201200000356,0,30,000,01,0,2,14,A01
201200000357,0,07,000,00,2,1,01,B02
201200000357,0,10,000,00,2,1,13,A01
201200000358,0,07,000,13,0,1,01,A01
201200000359,0,10,000,00,2,3,01,B02
201200000359,0,07,000,00,2,3,13,A01
201200000360,0,10,000,00,1,4,04,A01
201200000361,0,33,000,00,2,1,01,B02
201200000361,0,07,000,00,0,2,01,A01
201200000362,0,07,000,00,9,8,22,A01
201200000362,0,01,000,01,0,1,01,B02
201200000363,0,30,000,08,0,1,00,A01
201200000364,0,07,000,01,2,3,21,A01
201200000364,0,15,000,00,2,6,01,B02
201200000365,0,31,000,01,0,1,01,A01
201200000366,0,07,000,00,2,3,13,A01
201200000366,0,17,000,00,2,3,01,B02
201200000367,0,07,000,00,2,1,02,A01
201200000367,0,14,000,00,0,6,02,B02
201200000368,0,15,000,00,2,3,01,A01
201200000368,0,07,000,00,2,3,01,B02
201200000369,0,07,000,13,0,1,01,A01
201200000370,0,07,000,00,2,3,13,A01
201200000370,0,07,000,00,2,1,01,B02
201200000371,1,07,000,,,,,A01
201200000371,0,01,000,00,2,8,15,B02
201200000372,0,07,000,00,2,1,01,A01
201200000372,0,07,000,00,2,1,01,B02
201200000373,0,07,000,00,2,5,04,A01
201200000373,0,02,000,00,2,1,01,B02
201200000374,0,10,000,13,0,1,14,A01
201200000375,0,07,000,00,2,2,15,A01
201200000375,0,30,000,00,2,7,01,B02
201200000376,0,30,000,00,2,1,00,B02
201200000376,0,07,000,00,2,3,16,A01
201200000377,0,07,000,00,1,2,01,A01
201200000378,0,07,000,00,2,2,01,B02
201200000378,0,02,000,00,2,8,16,A01
201200000379,0,07,000,08,0,7,01,A01
201200000380,0,10,000,00,2,1,13,A01
201200000380,0,07,000,00,2,1,01,B02
201200000381,0,07,000,02,0,1,01,A01
201200000382,0,33,000,00,0,0,01,A01
201200000383,0,07,000,00,1,4,20,A01
201200000384,0,33,000,00,0,1,21,A01
201200000385,0,07,000,00,2,7,01,A01
201200000385,0,32,000,00,2,1,01,B02
201200000386,0,30,000,00,0,8,01,A01
201200000387,0,07,000,00,2,3,01,A01
201200000387,0,14,000,00,2,2,19,B02
201200000388,0,07,000,00,2,1,17,B02
201200000388,0,07,000,00,2,8,10,A01
201200000389,0,33,000,00,2,1,17,A01
201200000389,0,21,000,00,0,3,15,B02
201200000390,0,01,000,00,0,0,00,B02
201200000390,0,07,000,00,0,3,00,A01
201200000391,0,07,000,00,2,2,15,A01
201200000391,0,07,000,00,2,1,01,B02
201200000392,0,07,000,02,0,0,13,A01
201200000393,0,02,000,00,0,8,15,B02
201200000393,0,07,000,00,2,2,17,A01
201200000394,0,33,000,14,0,1,01,A01
201200000394,0,10,000,00,2,4,10,B02
201200000395,0,15,000,00,2,3,01,B02
201200000395,0,07,000,00,2,3,13,A01
201200000396,0,07,000,00,2,2,17,A01
201200000396,0,21,000,00,2,3,15,B02
201200000397,0,07,000,00,2,2,17,B02
201200000397,0,07,000,00,2,8,10,A01
201200000398,0,07,000,00,2,3,13,A01
201200000398,0,07,000,00,2,3,01,B02
201200000399,0,33,000,00,0,9,01,A01
201200000400,0,07,000,00,2,7,19,A01
201200000400,0,02,000,00,2,1,01,B02
201200000401,0,07,000,00,2,3,17,A01
201200000401,0,07,000,00,2,3,01,B02
201200000401,0,07,000,00,0,6,15,C03
201200000402,0,07,000,00,2,8,01,C03
201200000402,0,07,000,00,2,8,01,B02
201200000402,0,07,000,00,2,1,13,A01
201200000403,0,39,011,00,2,3,01,B02
201200000403,0,07,000,00,0,4,19,A01
