Num_Acc,senc,catv,occutc,obs,obsm,choc,manv,num_veh
201500000061,0,07,000,02,0,1,19,A01
201500000062,0,07,000,00,2,7,17,A01
201500000062,0,01,000,00,2,8,01,B02
201500000063,0,07,000,00,2,3,01,B02
201500000063,0,07,000,00,2,3,13,A01
201500000064,0,07,000,00,1,2,02,A01
201500000065,0,07,000,13,0,4,01,A01
201500000066,0,07,000,06,0,2,13,A01
201500000067,0,07,000,00,2,8,15,B02
201500000067,0,36,000,00,2,1,01,A01
201500000068,0,07,000,00,2,8,02,B02
201500000068,0,07,000,08,2,8,02,A01
201500000069,0,07,000,00,2,1,01,B02
201500000069,0,07,000,00,2,7,13,A01
201500000070,0,33,000,13,0,1,01,A01
201500000071,0,07,000,00,2,2,01,B02
201500000071,0,07,000,00,2,2,13,A01
201500000072,0,07,000,00,1,6,04,A01
201500000073,0,07,000,00,2,1,01,C03
201500000073,2,07,000,00,2,1,06,A01
201500000073,0,07,000,00,2,1,01,B02
201500000074,0,10,000,00,2,3,15,A01
201500000074,0,33,000,00,2,1,01,B02
201500000075,0,02,000,00,2,7,01,B02
201500000075,0,07,000,00,2,3,16,A01
201500000076,0,33,000,00,0,1,01,A01
201500000077,0,07,000,00,0,3,00,A01
201500000077,0,33,000,00,0,3,00,B02
201500000078,0,07,000,00,2,1,05,A01
201500000078,0,07,000,00,2,1,01,B02
201500000079,0,07,000,13,0,3,01,A01
201500000080,0,07,000,13,0,1,01,A01
201500000081,0,07,000,00,2,1,15,A01
201500000081,0,10,000,00,2,1,01,B02
201500000082,0,02,000,00,4,6,01,A01
201500000082,0,39,000,00,2,3,01,B02
201500000083,0,07,000,02,0,1,01,A01
201500000084,0,07,000,13,0,1,01,A01
201500000085,0,99,000,11,0,1,01,A01
201500000086,0,30,000,12,0,1,01,A01
201500000087,0,33,000,08,0,1,01,A01
201500000088,0,07,000,00,2,1,01,A01
201500000088,0,07,000,00,2,1,01,B02
201500000089,0,07,000,06,0,1,01,A01
201500000090,0,33,000,00,2,1,17,A01
201500000090,0,10,000,00,2,3,15,B02
201500000091,0,07,000,00,1,1,15,A01
201500000092,0,07,000,00,2,2,01,A01
201500000092,0,01,000,00,2,3,13,B02
201500000093,0,32,000,00,9,3,01,A01
201500000093,0,01,000,00,2,1,00,B02
201500000094,0,07,000,08,0,1,01,A01
201500000095,0,33,000,12,0,1,01,A01
201500000096,0,07,000,00,1,3,09,A01
201500000097,0,01,000,00,2,8,01,B02
201500000097,0,14,000,00,2,3,16,A01
201500000098,0,07,000,00,2,3,15,A01
201500000098,0,33,000,00,2,1,17,B02
201500000099,0,07,000,00,2,1,00,B02
201500000099,0,07,000,00,2,3,00,C03
201500000099,0,07,000,00,2,1,05,A01
201500000100,0,07,000,13,0,1,01,A01
201500000101,0,21,000,00,2,6,15,B02
201500000101,0,07,000,00,2,1,02,A01
201500000102,0,01,000,00,2,4,02,B02
201500000102,0,07,000,00,9,2,02,A01
201500000103,0,07,000,08,0,7,00,A01
201500000104,0,07,000,01,0,1,00,A01
201500000105,0,07,000,00,2,3,01,A01
201500000105,0,07,000,00,0,3,01,B02
201500000106,0,07,000,00,0,7,10,A01
201500000106,0,07,000,00,2,1,01,B02
201500000107,0,07,000,00,0,1,01,A01
201500000107,0,15,000,00,0,1,01,B02
201500000108,0,07,000,14,0,9,01,A01
201500000109,0,30,000,00,2,1,01,A01
201500000109,0,07,000,00,2,1,13,B02
201500000110,0,01,000,00,0,8,02,B02
201500000110,0,21,000,00,2,5,17,A01
201500000111,0,07,000,00,2,1,01,B02
201500000111,0,07,000,00,2,1,01,A01
201500000112,0,07,000,13,0,1,13,A01
201500000113,0,30,000,00,2,1,01,A01
201500000114,0,07,000,00,1,3,01,A01
201500000115,0,07,000,06,0,1,15,A01
201500000116,0,07,000,00,1,2,01,A01
201500000117,0,07,000,13,0,1,01,A01
201500000118,0,07,000,13,0,3,00,A01
201500000119,0,07,000,00,2,0,15,A01
201500000119,0,07,000,00,2,8,00,B02
201500000120,1,01,000,00,1,0,00,A01
201500000121,0,33,000,00,2,7,21,B02
201500000121,0,07,000,00,2,3,19,A01
201500000122,0,36,000,00,0,7,10,A01
201500000123,0,07,000,00,2,1,13,A01
201500000123,0,10,000,00,2,3,01,B02
201500000124,0,07,000,00,2,6,01,B02
201500000124,0,07,000,00,2,2,09,A01
201500000125,0,07,000,00,2,1,01,B02
201500000125,0,07,000,00,2,2,13,A01
201500000126,0,30,000,00,2,1,01,A01
201500000126,0,07,000,00,0,6,16,B02
201500000127,0,33,000,00,2,1,01,B02
201500000127,0,10,000,00,2,3,15,A01
201500000128,0,07,000,15,1,2,01,A01
201500000129,0,07,000,15,0,2,00,A01
201500000130,0,07,000,00,9,1,01,B02
201500000130,0,33,000,16,0,0,16,A01
201500000131,0,07,000,00,2,8,02,C03
201500000131,0,07,000,00,2,1,01,B02
201500000131,0,07,000,00,2,1,05,A01
201500000132,0,07,000,00,2,7,01,A01
201500000132,0,07,000,00,2,1,01,B02
201500000133,0,07,000,00,2,1,01,B02
201500000133,0,07,000,00,2,1,01,A01
201500000134,0,07,000,00,1,2,19,A01
201500000135,0,07,000,13,0,3,01,A01
201500000136,0,07,000,00,2,3,01,A01
201500000136,0,07,000,00,2,3,01,B02
201500000137,0,30,000,06,0,1,01,A01
201500000138,0,14,000,00,2,3,01,A01
201500000138,0,07,000,00,2,1,15,B02
201500000139,0,33,000,15,0,1,01,A01
201500000140,0,07,000,01,1,2,01,A01
201500000141,0,07,000,00,0,8,01,A01
201500000142,0,30,000,00,1,1,21,A01
201500000143,0,30,000,00,0,8,00,A01
201500000144,0,07,000,00,1,3,01,A01
201500000145,0,10,000,00,1,2,01,A01
201500000146,0,07,000,01,0,3,09,A01
201500000146,0,30,000,00,2,1,01,B02
201500000147,0,07,000,00,2,1,13,B02
201500000147,0,07,000,00,2,8,01,A01
201500000148,0,10,000,00,1,7,01,A01
201500000149,0,07,000,01,1,5,04,A01
201500000150,0,31,000,06,0,1,01,A01
201500000151,0,07,000,00,1,2,16,A01
201500000152,0,07,000,00,1,2,01,A01
201500000153,0,07,000,06,0,3,01,A01
201500000154,0,02,000,00,0,8,15,A01
201500000154,0,07,000,00,2,3,01,B02
201500000155,0,07,000,00,2,8,24,C03
201500000155,0,07,000,01,0,2,01,A01
201500000155,0,10,000,00,2,6,24,B02
201500000156,0,07,000,08,2,8,19,A01
201500000156,0,17,000,00,2,1,01,B02
201500000157,0,07,000,00,2,3,01,B02
201500000157,0,07,000,00,2,3,01,A01
201500000158,0,07,000,00,2,5,01,B02
201500000158,0,07,000,13,2,3,02,A01
201500000159,0,07,000,00,2,1,13,A01
201500000159,0,07,000,00,2,1,01,B02
201500000160,0,07,000,00,2,6,16,B02
201500000160,0,07,000,00,2,1,01,A01
201500000161,0,07,000,00,2,3,01,A01
201500000161,0,07,000,00,2,3,01,B02
201500000162,0,07,000,00,2,8,13,A01
201500000162,0,21,000,00,2,8,01,B02
201500000163,0,07,000,06,0,2,01,A01
201500000164,0,07,000,00,2,3,01,B02
201500000164,0,07,000,00,2,3,05,A01
201500000165,0,07,000,00,2,1,13,A01
201500000165,0,07,000,00,2,3,01,B02
201500000166,0,99,000,00,1,1,01,A01
201500000167,0,07,000,14,1,3,00,A01
201500000168,0,07,000,13,0,1,13,A01
201500000169,0,07,000,00,2,1,13,B02
201500000169,0,07,000,00,2,1,00,A01
201500000170,0,07,000,14,0,1,01,A01
201500000171,0,32,000,00,2,1,02,A01
201500000171,0,07,000,00,2,4,02,B02
201500000172,0,10,000,00,2,4,02,B02
201500000172,0,07,000,00,0,5,02,E05
201500000172,0,15,000,00,2,3,02,A01
201500000172,0,07,000,00,0,4,02,D04
201500000172,0,07,000,00,2,4,02,C03
201500000173,0,31,000,00,2,1,01,A01
201500000173,0,07,000,00,0,8,15,B02
201500000174,0,30,000,00,2,1,01,B02
201500000174,0,07,000,00,2,8,09,A01
201500000175,0,07,000,00,1,3,01,A01
201500000176,0,07,000,00,2,3,15,B02
201500000176,0,33,000,00,2,1,17,A01
201500000177,0,07,000,00,1,1,01,A01
201500000178,0,33,000,00,0,0,00,A01
201500000179,0,31,000,00,0,0,14,A01
201500000180,0,07,000,01,0,7,01,A01
201500000181,0,33,000,00,2,7,01,A01
201500000181,0,07,000,00,0,1,15,B02
201500000182,0,10,000,00,2,3,00,B02
201500000182,0,10,000,00,2,2,01,A01
201500000183,0,10,000,00,2,3,13,A01
201500000183,0,03,000,00,2,1,01,B02
201500000184,0,07,000,08,0,8,01,A01
201500000185,0,07,000,13,0,3,13,A01
201500000186,0,07,000,00,2,3,13,A01
201500000186,0,37,000,00,2,3,01,B02
201500000187,0,07,000,00,2,1,13,A01
201500000187,0,20,000,00,2,1,01,B02
201500000188,0,31,000,13,0,1,01,A01
201500000189,0,33,000,00,2,8,01,B02
201500000189,0,07,000,00,2,8,01,A01
201500000190,0,07,000,00,2,2,02,A01
201500000190,0,01,000,00,0,4,00,B02
201500000191,0,07,000,00,2,3,00,B02
201500000191,0,10,000,00,2,2,19,A01
201500000192,0,20,000,00,2,4,01,B02
201500000192,0,07,000,00,2,4,01,A01
201500000192,0,07,000,00,2,1,01,C03
201500000193,0,07,000,00,2,7,01,A01
201500000193,0,07,000,00,2,3,15,B02
201500000194,0,07,000,02,0,3,01,A01
201500000195,0,07,000,03,2,4,01,A01
201500000195,0,07,000,05,2,1,02,B02
201500000196,0,07,000,00,5,5,20,A01
201500000196,0,07,000,00,2,3,21,B02
201500000196,0,07,000,00,2,5,21,C03
201500000197,0,07,000,00,0,1,01,A01
201500000198,0,07,000,00,2,2,17,A01
201500000198,0,07,000,00,0,6,02,B02
201500000199,0,07,000,04,0,3,13,A01
201500000199,0,07,000,14,2,3,01,B02
201500000200,0,07,000,04,0,2,01,A01
201500000201,0,07,000,00,2,3,09,A01
201500000201,0,14,000,00,2,2,01,B02
201500000202,0,07,000,03,0,3,02,A01
201500000203,0,07,000,00,2,7,13,A01
201500000203,0,07,000,00,2,2,01,B02
201500000204,0,33,000,00,0,3,01,A01
201500000205,0,07,000,02,0,1,00,A01
201500000206,0,07,000,00,2,1,01,A01
201500000206,0,07,000,00,2,3,01,B02
201500000207,0,10,000,00,0,3,01,A01
201500000207,0,21,000,00,0,2,01,B02
201500000208,0,33,000,00,0,7,01,A01
201500000209,0,07,000,00,0,2,01,A01
201500000209,0,01,000,00,2,1,01,B02
201500000210,0,33,000,02,0,1,01,A01
201500000211,0,07,000,00,2,3,13,A01
201500000211,0,07,000,00,2,3,01,B02
201500000212,0,33,000,00,2,0,17,A01
201500000212,0,07,000,00,2,0,17,B02
201500000213,0,07,000,00,2,3,13,A01
201500000213,0,07,000,00,2,8,01,B02
201500000214,0,10,000,00,2,8,19,B02
201500000214,0,07,000,00,2,1,01,A01
201500000215,0,07,000,00,2,1,01,A01
201500000215,0,03,000,00,2,4,01,B02
201500000216,0,07,000,00,2,1,05,A01
201500000216,0,07,000,00,2,1,01,B02
201500000217,0,07,000,00,2,2,01,A01
201500000217,0,14,000,00,2,7,13,B02
201500000218,0,07,000,00,2,8,15,A01
201500000218,0,01,000,00,2,1,17,B02
201500000219,0,31,000,12,0,1,01,A01
201500000220,0,07,000,00,2,3,01,A01
201500000220,0,15,000,00,2,6,01,B02
201500000221,0,07,000,00,0,4,01,A01
201500000221,0,07,000,00,2,1,17,B02
201500000222,0,07,000,00,2,8,01,B02
201500000222,0,07,000,00,2,1,01,C03
201500000222,0,07,000,00,2,2,01,A01
201500000223,0,07,000,00,2,2,10,A01
201500000223,0,33,000,00,2,1,01,B02
201500000224,0,07,000,00,2,8,01,B02
201500000224,0,07,000,00,2,1,01,A01
201500000225,0,33,000,00,2,1,01,A01
201500000225,0,10,000,00,2,5,15,B02
201500000225,0,07,000,00,2,3,01,C03
201500000226,0,07,000,00,1,2,01,A01
201500000227,0,07,000,00,0,9,17,A01
201500000228,0,07,000,00,2,1,01,A01
201500000228,0,07,000,00,2,8,15,B02
201500000229,0,10,000,00,2,3,13,A01
201500000229,0,20,000,00,2,3,13,B02
201500000230,0,07,000,00,2,1,01,A01
201500000230,0,07,000,00,2,1,01,B02
201500000230,0,07,000,00,2,3,15,C03
201500000230,0,15,000,00,2,9,01,D04
201500000231,0,07,000,00,2,7,19,B02
201500000231,0,07,000,00,2,1,01,A01
201500000232,0,10,000,00,2,8,15,A01
201500000232,0,10,000,00,2,1,17,B02
201500000233,0,33,000,00,0,1,01,A01
201500000234,0,07,000,06,0,1,01,A01
201500000235,0,07,000,00,2,1,01,A01
201500000235,0,02,000,00,2,7,19,B02
201500000236,0,30,000,09,0,2,01,A01
201500000237,0,33,000,00,0,0,17,A01
201500000238,0,33,000,00,0,2,00,A01
201500000238,0,02,000,00,0,6,00,B02
201500000239,0,07,000,00,1,1,01,A01
201500000240,0,07,000,00,4,7,00,A01
201500000240,0,39,002,00,2,1,00,B02
201500000241,0,07,000,00,2,2,02,A01
201500000241,0,30,000,00,2,8,02,B02
201500000242,0,07,000,13,0,9,01,A01
201500000243,0,07,000,00,2,6,01,A01
201500000243,0,07,000,00,2,1,19,B02
201500000244,0,07,000,00,2,3,05,A01
201500000244,0,32,000,00,2,3,13,B02
201500000245,0,07,000,13,0,9,01,A01
201500000246,0,01,000,01,0,1,01,A01
201500000247,0,07,000,00,2,2,02,A01
201500000247,0,20,000,00,2,6,01,B02
201500000248,0,07,000,00,2,1,01,A01
201500000248,0,01,000,00,2,8,17,B02
201500000249,0,07,000,00,2,1,00,B01
201500000249,0,07,000,00,2,7,19,A01
201500000250,1,07,000,00,1,0,00,A01
201500000251,0,07,000,12,0,9,02,A01
201500000252,0,02,000,00,2,3,01,A01
201500000252,0,10,000,00,2,3,02,B02
201500000253,0,07,000,00,2,1,13,A01
201500000253,0,07,000,00,2,1,00,B02
201500000254,0,33,000,00,2,1,01,A01
201500000254,0,07,000,00,2,3,15,B02
201500000255,0,31,000,02,0,2,01,A01
201500000256,0,07,000,16,0,1,01,A01
201500000257,0,17,000,00,2,2,01,A01
201500000257,0,07,000,00,2,5,01,B02
201500000258,0,10,000,02,0,3,01,A01
201500000259,1,99,000,00,2,1,01,A01
201500000259,0,01,000,00,2,4,01,B02
201500000260,0,07,000,00,2,6,15,A01
201500000260,0,33,000,00,2,1,17,B02
201500000261,0,02,000,00,0,0,00,A01
201500000262,0,07,000,02,0,1,00,A01
201500000263,0,07,000,00,9,7,01,A01
201500000263,0,01,000,00,2,1,01,B02
201500000264,0,07,000,01,1,2,21,A01
201500000265,0,33,000,00,0,1,01,A01
201500000266,0,32,000,00,2,2,01,A01
201500000266,0,07,000,00,2,3,01,B02
201500000267,0,30,000,00,2,1,01,B02
201500000267,0,07,000,00,2,2,15,A01
201500000268,0,07,000,00,1,2,01,A01
201500000269,0,07,000,02,0,3,01,A01
201500000270,0,07,000,00,2,2,01,A01
201500000270,0,30,000,00,2,4,15,B02
201500000271,0,07,000,06,0,3,01,A01
201500000272,0,03,000,00,2,2,13,A01
201500000272,0,07,000,00,2,3,15,B02
201500000273,0,33,000,00,0,0,01,A01
201500000274,0,07,000,03,2,6,17,A01
201500000274,0,07,000,03,2,6,01,B02
201500000275,0,33,000,00,2,1,03,A01
201500000275,0,07,000,00,2,2,11,B02
201500000275,0,07,000,00,2,6,01,C03
201500000276,0,07,000,02,0,2,01,A01
201500000277,0,07,000,00,2,7,15,A01
201500000277,0,07,000,00,2,1,01,B02
201500000278,0,33,000,00,2,1,02,A01
201500000278,0,07,000,00,9,8,15,B02
201500000279,0,07,000,00,0,2,01,A01
201500000279,0,07,000,00,0,3,00,B02
201500000280,0,07,000,00,2,3,01,A01
201500000280,0,14,000,00,2,3,01,B02
201500000281,0,07,000,02,0,1,01,A01
201500000282,0,07,000,13,0,3,13,A01
201500000283,0,07,000,13,0,0,01,A01
201500000284,0,33,000,00,2,2,21,A01
201500000284,0,07,000,00,2,3,10,B02
201500000285,0,07,000,00,2,7,00,A01
201500000285,0,07,000,00,2,1,00,B02
201500000286,0,07,000,01,0,3,02,A01
201500000286,0,33,000,00,0,4,00,B02
201500000287,0,02,000,08,0,1,00,A01
201500000288,0,10,000,00,1,1,01,A01
201500000289,0,15,000,00,1,4,23,A01
201500000289,0,07,000,00,2,1,01,B02
201500000290,0,36,000,01,0,3,00,A01
201500000291,0,10,000,00,1,7,01,A01
201500000292,0,07,000,00,0,0,00,A01
201500000293,0,31,000,00,0,7,16,A01
201500000293,0,31,000,00,0,1,01,B02
201500000294,0,33,000,00,9,1,01,A01
201500000295,0,02,000,00,2,1,01,A01
201500000295,0,17,000,00,2,1,01,B02
201500000296,0,07,000,00,2,7,15,A01
201500000296,0,02,000,00,2,1,01,B02
201500000297,0,07,000,02,0,1,01,A01
201500000298,0,07,000,00,1,2,17,A01
201500000299,0,07,000,00,2,3,19,A01
201500000299,0,07,000,00,2,2,01,B02
201500000300,0,99,000,00,0,5,00,A01
201500000301,0,07,000,00,2,2,01,A01
201500000301,0,31,000,00,2,8,19,B02
201500000302,0,02,000,00,2,1,05,A01
201500000302,0,07,000,00,2,3,01,B02
201500000303,0,07,000,00,9,3,01,A01
201500000303,0,01,000,00,2,1,19,B02
201500000304,0,14,000,00,2,1,15,A01
201500000304,0,30,000,00,2,7,01,B02
201500000305,0,07,000,06,0,2,00,A01
201500000306,0,07,000,00,2,3,13,A01
201500000306,0,07,000,00,2,3,00,B02
201500000307,0,07,000,00,2,3,13,A01
201500000307,0,07,000,00,2,3,01,B02
201500000308,0,36,000,01,0,1,21,A01
201500000309,0,07,000,06,0,3,13,A01
201500000310,0,07,000,12,0,1,01,A01
201500000311,0,32,000,00,2,2,02,A01
201500000311,0,07,000,00,2,6,02,B02
201500000312,0,36,000,01,0,1,01,A01
201500000313,0,07,000,00,0,3,00,A01
201500000313,0,02,000,00,0,0,00,B02
201500000314,0,07,000,02,0,9,01,A01
201500000315,0,30,000,00,2,1,01,A01
201500000315,0,14,000,00,2,1,01,B02
201500000316,0,07,000,00,2,7,13,A01
201500000316,0,15,000,00,2,1,01,B02
201500000317,0,14,000,00,0,8,01,A01
201500000318,0,07,000,00,2,1,13,A01
201500000318,0,07,000,00,2,1,01,B02
201500000319,0,07,000,06,0,1,01,A01
201500000320,0,30,000,00,2,1,13,A01
201500000320,0,07,000,00,2,3,13,B02
201500000321,0,07,000,00,9,7,01,A01
201500000321,0,01,000,00,2,1,09,B02
201500000322,0,07,000,00,2,1,13,A01
201500000322,0,07,000,00,2,1,01,B02
201500000323,0,07,000,02,0,1,01,A01
201500000324,0,07,000,02,0,1,13,A01
201500000325,0,07,000,00,2,8,19,B02
201500000325,0,15,000,00,2,1,01,A01
201500000326,0,10,000,13,0,1,01,A01
201500000327,0,33,000,15,0,1,01,A01
201500000328,0,33,000,00,2,2,01,A01
201500000328,0,07,000,00,2,2,15,B02
201500000329,0,33,000,00,2,1,17,A01
201500000329,0,07,000,00,2,3,15,B02
201500000330,0,07,000,00,2,1,01,A01
201500000330,0,07,000,00,2,4,01,B02
201500000331,0,33,000,00,2,1,02,A01
201500000331,0,07,000,00,2,4,02,B02
201500000332,0,07,000,00,2,0,00,A01
201500000332,0,07,000,00,2,1,00,B02
201500000333,0,07,000,00,1,1,01,A01
201500000334,0,07,000,00,2,7,01,A01
201500000334,0,33,000,00,2,1,01,B02
201500000335,0,21,000,00,0,0,01,A01
201500000336,0,30,000,06,0,1,01,A01
201500000337,0,10,000,00,2,1,09,A01
201500000337,0,17,000,00,0,2,01,B02
201500000338,0,07,000,00,1,1,01,A01
201500000339,0,07,000,00,2,7,15,A01
201500000339,0,07,000,00,2,1,01,B02
201500000340,0,07,000,00,2,1,09,A01
201500000340,0,01,000,00,0,7,01,B02
201500000341,0,07,000,00,1,2,01,A01
201500000342,0,31,000,00,0,7,01,A01
201500000343,0,07,000,00,1,5,04,A01
201500000344,0,07,000,00,1,2,01,A01
201500000345,0,07,000,13,0,1,13,A01
201500000346,0,07,000,00,5,1,00,A01
201500000347,0,33,000,09,0,1,00,A01
201500000348,0,07,000,00,2,3,24,A01
201500000348,0,01,000,01,0,1,01,B02
201500000349,0,10,000,00,1,4,04,A01
201500000350,0,02,000,00,0,7,01,A01
201500000350,0,07,000,00,0,1,09,B02
201500000351,0,07,000,00,2,1,13,A01
201500000351,0,10,000,00,2,1,01,B02
201500000352,0,14,000,00,2,1,01,A01
201500000352,0,07,000,00,2,8,09,B02
201500000353,0,07,000,00,2,1,01,B02
201500000353,0,07,000,00,2,1,05,A01
201500000354,0,02,000,00,0,3,10,A01
201500000354,0,07,000,00,0,2,17,B02
201500000355,0,07,000,00,2,1,09,A01
201500000355,0,07,000,00,0,4,23,B02
201500000356,0,07,000,00,2,6,01,D04
201500000356,0,10,000,00,2,6,15,C03
201500000356,0,07,000,00,2,2,17,A01
201500000356,0,07,000,00,2,1,01,E05
201500000356,0,07,000,00,2,6,01,B02
201500000357,0,15,000,00,2,2,01,B02
201500000357,0,07,000,00,2,3,15,A01
201500000358,0,07,000,08,0,2,14,A01
201500000359,0,02,000,12,0,8,14,A01
201500000360,0,07,000,00,2,3,01,C03
201500000360,0,07,000,00,2,3,01,B02
201500000360,0,07,000,00,2,1,13,A01
201500000361,0,07,000,16,0,9,14,A01
201500000362,0,07,000,00,2,3,01,B02
201500000362,0,07,000,00,2,1,13,A01
201500000363,0,07,000,00,1,4,01,B02
201500000363,0,07,000,00,2,1,02,A01
201500000364,0,07,000,00,0,3,16,A01
201500000364,0,07,000,00,2,1,01,B02
201500000365,0,07,000,13,0,9,13,A01
201500000366,0,07,000,13,0,3,13,A01
201500000367,0,31,000,16,0,0,13,A01
201500000368,0,07,000,08,0,1,13,A01
201500000369,0,07,000,00,0,5,15,B02
201500000369,0,07,000,00,2,3,02,A01
201500000370,0,07,000,02,0,8,14,A01
201500000371,0,33,000,08,0,2,14,A01
201500000372,0,30,000,00,0,8,01,A01
201500000373,0,07,000,06,0,1,13,A01
201500000374,0,07,000,00,2,8,01,B01
201500000374,0,07,000,00,2,2,09,A02
201500000375,0,07,000,00,2,1,01,B02
201500000375,0,07,000,00,2,7,13,A01
201500000376,0,17,000,00,2,3,01,A01
201500000376,0,99,000,00,0,2,09,B02
201500000377,0,33,000,13,0,1,17,A01
201500000378,0,07,000,16,0,9,13,A01
201500000379,0,10,000,08,0,1,14,A01
201500000380,0,01,000,00,2,8,01,A01
201500000380,0,07,000,00,9,1,19,B02
201500000381,0,07,000,02,0,1,14,A01
201500000382,0,02,000,00,2,1,01,B02
201500000382,0,10,000,00,2,3,17,A01
201500000383,0,07,000,00,2,1,13,A01
201500000383,0,07,000,00,2,1,01,B02
201500000384,0,33,000,13,0,1,13,A01
201500000385,0,07,000,00,2,1,01,B02
201500000385,0,21,000,00,2,0,01,A01
201500000386,0,07,000,02,0,0,14,A01
201500000387,0,07,000,00,1,1,01,A01
201500000388,0,07,000,00,2,1,13,A01
201500000388,0,07,000,00,2,1,01,B02
201500000389,0,01,000,00,2,8,01,A01
201500000389,0,07,000,00,2,0,17,B02
201500000390,0,07,000,08,0,7,14,A01
201500000391,0,02,000,00,2,1,01,A01
201500000391,0,07,000,00,0,3,01,B02
201500000392,0,07,000,00,2,3,13,A01
