Num_Acc,catr,voie,v1,v2,circ,nbv,pr,pr1,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1
201200000088,3,90,,,2,02,2,825,1,1,2,018,080,2,0,1,99
201200000089,3,941,,,2,00,39,900,2,1,2,000,000,1,0,1,00
201200000090,3,93,,,1,00,2,800,0,1,2,090,075,1,0,1,00
201200000091,3,941,,,2,02,35,155,0,1,1,019,081,2,0,1,03
201200000092,3,955,,,2,02,67,466,1,1,3,010,085,1,0,1,00
201200000093,3,955,,,2,02,59,100,0,1,1,000,080,2,0,1,99
201200000094,3,19,,,2,02,0,450,0,1,3,000,060,1,0,1,99
201200000095,3,938,,,2,02,14,750,1,1,1,000,060,1,0,1,00
201200000096,3,955,,,2,02,67,280,0,1,1,000,000,0,5,1,00
201200000097,3,949,,,2,02,10,80,1,1,1,000,060,2,0,1,00
201200000098,3,308,,,2,02,1,900,0,1,1,000,070,1,0,1,99
201200000099,3,945,,,2,02,25,0,1,1,1,150,000,9,0,5,99
201200000100,9,0,,,1,01,0,0,0,1,1,000,000,1,0,1,00
201200000101,3,945,,,2,02,21,943,0,1,1,000,058,1,0,1,00
201200000102,3,400,,,2,02,0,950,0,1,3,000,059,1,0,1,99
201200000103,3,649,,,3,02,71,300,0,1,1,000,142,1,0,1,99
201200000104,4,0,,,2,02,0,0,0,2,1,000,054,1,0,1,00
201200000105,3,74,,,2,00,5,400,0,0,1,000,066,1,0,1,03
201200000106,3,943,,,2,00,5,760,3,1,1,000,080,1,5,3,00
201200000107,3,45,,,2,02,13,300,0,1,1,000,070,2,0,1,99
201200000108,3,954,,,2,00,19,500,0,1,1,000,061,2,0,1,00
201200000109,3,962,,,2,02,4,866,0,2,1,000,063,1,0,1,00
201200000110,2,2,,,2,02,7,275,0,1,1,000,050,1,0,1,00
201200000111,3,962,,,2,02,7,500,0,2,1,000,080,2,0,1,00
201200000112,3,965,,D,2,02,4,750,0,3,3,000,050,1,0,1,00
201200000113,3,951,,,2,02,29,360,0,1,1,000,070,1,0,1,99
201200000114,3,962,,D,2,02,16,0,0,1,1,000,087,1,5,1,00
201200000115,4,0,,,1,02,0,0,0,0,1,000,069,1,6,1,99
201200000116,3,20,,,2,00,3,880,0,2,1,000,059,1,0,1,00
201200000117,4,0,,,2,02,0,0,0,0,1,000,000,1,0,1,99
201200000118,3,934,,,2,02,8,250,0,1,1,060,000,1,0,1,99
201200000119,3,934,,,2,02,9,760,0,2,3,000,060,1,0,1,99
201200000120,4,0,,,2,01,0,0,0,1,1,000,030,1,0,1,99
201200000121,3,932,,,2,02,24,855,0,4,1,000,000,1,0,1,00
201200000122,3,116,,,0,00,8,356,0,0,0,000,060,1,0,0,00
201200000123,3,934,,,2,02,8,700,0,1,1,000,078,1,0,4,00
201200000124,3,116,,,2,02,7,100,0,1,1,000,048,2,0,1,00
201200000125,4,0,,,2,02,0,0,0,1,1,000,050,1,0,1,99
201200000126,3,963,,,2,02,12,0,0,1,3,000,067,1,0,4,99
201200000127,3,133,,,2,02,11,400,0,2,1,000,057,1,0,3,00
201200000128,3,49,,,2,02,7,0,0,1,1,000,040,2,0,1,99
201200000129,3,643,,,2,02,10,850,0,0,2,000,069,1,0,1,00
201200000130,3,12,,,2,00,2,700,0,0,1,000,078,1,0,3,00
201200000131,4,0,,,3,00,0,0,0,0,1,000,040,1,0,0,00
201200000132,3,21,,,1,00,0,470,0,1,1,000,000,1,0,1,00
201200000133,2,643,,,2,02,9,0,0,0,1,040,080,1,0,1,00
201200000134,3,643,,,2,00,10,800,0,2,3,096,000,2,0,1,00
201200000135,3,643,,,2,00,23,805,0,1,1,000,100,2,5,1,99
201200000136,4,0,,,2,04,0,0,0,1,0,000,159,1,0,1,99
201200000137,3,643,,,2,02,16,650,0,2,1,000,043,2,0,1,99
201200000138,3,16,,A,2,02,0,210,0,1,1,000,064,1,5,1,03
201200000139,3,643,,,2,02,16,450,0,1,1,000,069,2,0,1,99
201200000140,3,115,,,2,00,8,400,0,1,0,000,060,1,0,1,00
201200000141,4,0,,,2,00,0,0,0,1,1,000,090,1,0,1,99
201200000142,4,0,,,1,00,0,0,0,2,0,000,000,1,0,1,99
201200000143,3,16,,A,2,02,1,40,1,1,1,000,081,2,0,1,00
201200000144,3,15,,,2,02,20,100,0,1,1,000,060,1,0,3,99
201200000145,3,15,,,2,00,34,125,0,2,3,000,051,1,0,4,00
201200000146,3,111,,,2,02,2,0,0,1,1,000,000,1,0,1,00
201200000147,3,21,,,2,02,9,889,0,0,1,068,060,2,0,1,00
201200000148,3,98,,C,2,02,1,500,0,2,2,000,055,1,0,1,99
201200000149,3,98,,C,2,00,0,285,0,2,1,000,063,2,0,1,99
201200000150,3,644,,,2,02,17,680,0,0,2,000,080,1,0,3,00
201200000151,3,15,,,2,02,2,940,0,0,1,000,055,1,5,0,00
201200000152,3,630,,,2,02,4,0,0,1,1,000,065,9,5,1,00
201200000153,3,930,,,2,02,23,825,0,1,1,000,069,2,6,1,99
201200000154,3,930,,,2,02,25,700,0,4,1,000,076,1,0,1,00
201200000155,3,942,,,2,02,17,750,0,1,3,000,068,2,0,1,00
201200000156,3,958,,,2,02,5,600,0,1,1,000,070,1,0,3,00
201200000157,4,0,,,2,02,0,0,0,1,1,000,051,1,0,1,99
201200000158,3,942,,,2,02,20,130,0,2,1,000,120,1,0,1,00
201200000159,3,958,,,2,02,3,965,0,1,1,000,070,2,0,3,99
201200000160,3,150,,,2,02,3,600,0,1,1,000,063,1,0,1,00
201200000161,3,643,,,2,02,51,900,0,4,1,000,000,1,5,0,99
201200000162,4,0,,,2,00,0,0,0,0,3,000,000,2,5,1,00
201200000163,3,643,,,2,02,56,200,0,1,1,000,000,1,0,1,99
201200000164,3,148,,A,2,02,1,0,0,2,2,000,059,1,0,1,00
201200000165,3,643,,,3,02,0,0,0,1,1,020,095,2,0,1,99
201200000166,4,0,,,0,02,0,0,0,1,1,000,000,1,0,1,99
201200000167,3,938,,A,0,01,9,950,0,0,2,010,075,1,5,1,03
201200000168,3,549,,,2,02,21,550,2,1,1,000,066,1,0,1,99
201200000169,3,953,,,2,02,1,120,0,1,1,000,070,2,6,1,99
201200000170,3,938,,,2,02,11,980,0,1,1,000,075,2,0,1,00
201200000171,4,0,,,2,00,0,0,0,1,2,000,000,1,0,1,99
201200000172,3,957,,,2,02,16,760,0,1,3,000,074,1,0,1,99
201200000173,3,942,,,0,02,46,175,0,0,0,000,070,1,0,1,00
201200000174,3,932,,,2,02,41,82,0,1,1,060,000,1,5,1,99
201200000175,3,159,,,2,02,4,250,0,0,1,000,060,1,0,3,00
201200000176,3,117,,,2,00,0,0,0,1,1,000,060,1,0,1,00
201200000177,3,228,,,2,02,2,280,0,4,1,000,000,1,0,1,00
201200000178,3,87,,,2,02,11,900,0,2,3,000,052,2,0,1,99
201200000179,3,86,,,2,02,5,0,0,1,1,000,000,1,0,1,00
201200000180,3,2649,,,3,00,79,100,0,3,1,010,146,1,0,1,00
201200000181,3,963,,,2,02,32,400,0,1,1,000,051,2,0,1,00
201200000182,1,16,,,3,02,0,0,0,2,1,010,050,1,0,1,00
201200000183,1,16,,,3,00,0,0,3,1,1,010,030,1,7,1,99
201200000184,1,16,,,1,00,61,200,0,1,1,015,070,1,0,1,00
201200000185,1,2,,,3,02,73,150,0,2,1,025,072,1,0,1,00
201200000186,1,16,,,1,02,231,300,0,2,1,000,080,2,0,1,00
201200000187,3,20,,,2,00,8,600,0,1,1,000,035,1,0,3,99
201200000188,3,19,,D,2,02,0,0,0,1,1,000,060,1,0,1,99
201200000189,2,25,,,2,02,22,40,0,1,1,034,071,1,0,1,00
201200000190,2,25,,,2,02,0,0,0,1,3,000,071,1,0,1,00
201200000191,3,339,,,2,02,27,570,0,0,2,000,060,1,0,1,00
201200000192,3,919,,,2,02,0,0,0,1,2,060,060,1,0,1,99
201200000193,3,339,,,2,02,0,0,0,1,2,000,070,1,0,1,00
201200000194,3,919,,,2,02,2,200,0,1,1,000,068,1,0,1,99
201200000195,2,17,,,2,03,40,700,0,1,1,000,111,2,0,1,00
201200000196,2,17,,,2,00,0,0,0,0,1,000,110,1,0,1,99
201200000197,3,950,,,3,04,10,300,3,1,3,075,180,1,0,1,00
201200000198,3,51,,,2,02,0,0,0,2,1,000,073,1,0,4,99
201200000199,3,58,,,2,02,0,0,0,0,2,000,062,2,0,1,99
201200000200,3,49,,,2,02,0,0,0,1,3,031,066,1,0,1,00
201200000201,3,937,,,2,02,2,800,0,1,1,000,070,2,0,3,99
201200000202,3,49,,,2,02,11,600,0,1,2,000,065,8,0,3,99
201200000203,3,341,,,2,02,6,800,0,2,1,000,070,1,0,1,00
201200000204,2,17,,,2,00,41,800,0,1,1,000,080,1,0,1,99
201200000205,3,46,,,2,02,7,800,0,1,2,000,060,1,0,1,99
201200000206,3,42,,,2,01,11,700,0,2,1,000,075,2,0,3,99
201200000207,4,0,,,2,02,0,0,0,1,1,000,050,1,0,1,00
201200000208,3,21,,,2,02,8,57,0,1,1,000,056,1,0,1,99
201200000209,3,5,,,2,02,0,0,0,1,3,000,000,1,0,3,00
201200000210,3,37,,,0,02,0,0,0,1,0,000,268,1,5,0,00
201200000211,3,956,,,2,02,13,620,0,1,1,000,071,1,0,3,00
201200000212,3,939,,,3,01,17,50,0,1,1,000,050,2,5,1,00
201200000213,3,13,,,2,02,12,500,0,1,1,000,061,1,0,3,00
201200000214,3,956,,,2,01,0,0,0,1,1,000,067,2,5,1,00
201200000215,4,0,,,2,02,0,0,0,1,1,000,050,2,0,3,00
201200000216,3,184,,,2,02,0,0,0,1,1,000,061,1,0,1,00
201200000217,3,188,,,2,02,6,0,0,1,1,000,060,1,0,1,00
201200000218,4,0,,,2,00,0,0,0,1,1,000,042,1,0,1,99
201200000219,3,185,,,2,02,4,500,0,2,3,000,070,1,0,1,00
201200000220,3,90,,,2,00,0,0,0,1,1,000,059,1,0,1,99
201200000221,4,0,,,2,01,0,0,0,1,1,000,029,1,0,1,00
201200000222,3,178,,,2,00,0,0,0,1,2,000,054,1,0,1,99
201200000223,3,171,,,2,02,18,500,0,1,3,000,063,1,0,1,00
201200000224,3,234,,,2,02,8,0,0,0,1,000,083,1,0,1,03
201200000225,3,234,,,2,02,0,0,0,0,2,000,070,1,0,1,03
201200000226,2,42,,,0,02,45,200,0,1,1,060,000,2,0,1,00
201200000227,3,254,,,2,02,0,0,0,1,1,000,000,1,0,1,00
201200000228,3,240,,,2,02,16,700,0,1,2,000,063,1,0,1,99
201200000229,3,341,,D,2,02,0,0,0,0,1,000,065,1,5,3,00
201200000230,4,0,,,2,02,0,0,0,0,1,060,000,1,0,1,00
201200000231,3,341,,,2,00,0,0,0,3,1,000,061,1,0,1,00
201200000232,3,252,,,2,02,0,0,0,1,3,000,061,1,0,1,00
201200000233,3,125,,,2,02,6,0,0,1,1,000,051,1,5,1,00
201200000234,3,341,,,2,02,88,700,0,0,2,000,063,1,0,1,99
201200000235,3,215,,,2,02,0,0,0,0,3,000,075,2,0,1,00
201200000236,3,237,,,2,00,0,0,0,1,0,000,070,2,0,1,00
201200000237,2,42,,,1,00,0,0,0,1,1,000,000,1,0,1,99
201200000238,3,52,,,2,02,,,0,1,1,000,000,2,0,1,99
201200000239,3,238,,,0,02,0,0,0,3,1,000,059,1,0,1,99
201200000240,3,238,,,2,02,10,300,0,2,1,000,064,1,0,1,00
201200000241,4,0,,,2,02,0,0,0,1,1,000,070,1,5,1,00
201200000242,3,238,,,2,02,0,0,0,1,2,000,062,1,0,1,00
201200000243,4,0,,,2,02,0,0,0,1,2,000,043,1,0,1,00
201200000244,3,191,,,2,02,42,800,0,0,1,000,060,1,0,1,00
201200000245,4,0,,,0,02,0,0,0,1,1,000,055,1,0,1,99
201200000246,3,940,,,2,02,40,500,0,1,3,000,060,1,5,1,99
201200000247,3,940,,,0,00,0,0,0,1,1,000,060,2,5,1,00
201200000248,3,72,,,2,02,0,0,0,4,3,000,070,1,0,1,99
201200000249,3,75,,,2,02,0,0,0,1,1,000,000,1,0,1,03
201200000250,3,165,,,2,02,0,0,0,2,2,000,000,2,0,3,00
201200000251,3,188,,,2,02,0,0,0,1,1,000,060,1,0,1,99
201200000252,3,65,,,2,02,0,0,0,1,1,000,050,2,0,1,99
201200000253,3,65,,,2,02,,,0,1,4,000,065,1,0,1,99
201200000254,3,2,,,2,02,0,0,0,3,3,000,066,2,0,1,00
201200000255,2,1,,,0,02,0,0,0,1,1,000,074,2,0,1,99
201200000256,3,126,,,0,02,17,600,0,3,2,000,070,1,0,3,99
201200000257,3,901,,,2,00,0,0,0,1,1,000,000,1,0,3,00
201200000258,3,901,,,2,02,18,400,0,1,1,070,000,2,0,1,00
201200000259,3,129,,,0,01,0,0,0,2,2,000,000,1,0,1,00
201200000260,3,113,,,2,00,0,0,0,1,1,000,060,1,0,3,00
201200000261,3,148,,,0,00,0,0,0,0,0,000,000,0,0,0,00
201200000262,4,2,,,2,00,0,0,0,0,0,000,000,0,0,0,00
201200000263,3,113,,,2,01,0,0,0,2,1,000,000,1,0,1,99
201200000264,3,113,,,2,00,,,0,0,1,000,000,1,0,3,00
201200000265,3,940,,,2,00,0,0,0,1,1,000,130,2,0,1,00
201200000266,3,940,,,2,02,,,1,1,1,000,072,2,0,1,00
201200000267,3,349,,,2,02,0,0,0,1,1,000,105,2,0,1,99
201200000268,3,928,,,2,02,27,400,0,1,1,000,070,1,0,1,99
201200000269,4,0,,,1,01,0,0,0,1,1,000,000,2,0,1,99
201200000270,3,928,,,2,00,24,400,0,0,1,000,076,1,0,3,00
201200000271,3,939,,,0,02,0,0,0,1,1,110,000,1,0,2,00
201200000272,3,113,,,2,00,0,0,0,1,3,000,070,1,0,4,00
201200000273,3,142,,,2,02,6,300,0,0,2,000,060,1,0,3,00
201200000274,3,129,,,2,00,0,0,0,1,2,050,050,7,2,1,99
201200000275,3,126,,,2,00,21,400,0,1,3,000,000,1,0,0,00
201200000276,3,130,,,2,02,10,700,0,0,2,000,055,2,0,3,00
201200000277,4,0,,,2,00,0,0,0,0,1,000,070,1,0,1,00
201200000278,9,0,,,2,02,0,0,0,1,1,000,000,1,0,1,00
201200000279,4,2,,,2,00,0,0,0,0,1,000,000,1,0,1,99
201200000280,3,157,,,2,02,21,800,0,1,1,000,060,1,0,1,00
201200000281,3,157,,,2,02,20,800,0,1,1,000,060,1,0,1,00
201200000282,3,199,,,2,00,0,0,0,1,1,000,060,1,0,1,00
201200000283,3,943,,,2,02,54,800,0,1,1,000,066,2,0,1,00
201200000284,3,943,,,2,02,,0,0,1,3,000,064,1,0,1,00
201200000285,4,0,,,2,02,0,0,0,1,3,000,060,2,0,1,99
201200000286,3,218,,,2,00,13,0,0,1,1,000,068,1,0,1,00
201200000287,4,0,,,2,00,0,0,0,1,1,000,000,1,0,1,99
201200000288,4,0,,,2,00,0,0,0,1,1,000,000,1,0,1,99
201200000289,3,219,,,2,00,0,0,0,0,1,000,054,1,0,1,00
201200000290,3,219,,,2,02,0,0,0,1,1,000,075,2,0,1,00
201200000291,3,218,,,2,00,0,0,0,1,2,000,061,1,0,1,00
201200000292,3,943,,,2,02,77,300,0,1,1,000,075,1,0,1,99
201200000293,3,940,,,2,02,86,400,0,4,1,000,072,1,0,1,00
201200000294,3,940,,,2,00,97,100,0,1,1,060,074,1,5,1,00
201200000295,3,928,,,2,02,38,850,0,1,1,000,072,1,0,3,99
201200000296,3,928,,,2,02,38,640,0,4,1,000,071,2,0,3,99
201200000297,3,193,,,2,02,3,500,0,2,2,000,055,1,0,1,99
201200000298,3,928,,,1,01,40,200,0,1,2,000,073,8,5,1,99
201200000299,3,158,,,2,02,9,0,0,1,3,000,051,1,0,1,99
201200000300,3,190,,,2,02,0,0,0,1,1,000,046,2,0,1,00
201200000301,3,928,,,2,02,53,800,0,2,1,000,074,1,0,1,00
201200000302,3,341,,,2,02,75,400,0,1,1,000,057,1,0,1,99
201200000303,2,42,,,2,00,30,200,0,2,1,000,071,1,0,1,99
201200000304,3,192,,,2,00,0,0,0,1,3,000,070,2,0,1,00
201200000305,3,342,,,2,00,3,900,0,0,1,000,000,1,0,1,00
201200000306,3,225,,,2,00,0,0,0,0,1,018,058,1,5,1,99
201200000307,3,341,,,2,01,74,800,0,1,1,000,061,1,0,1,99
201200000308,3,342,,,2,02,4,200,0,1,1,000,064,1,0,1,99
201200000309,3,2081,,D,2,00,23,100,0,3,1,070,070,2,0,1,99
201200000310,3,916,,,2,02,0,0,0,0,1,000,074,2,0,4,99
201200000311,3,81,3,E,2,02,24,400,0,1,1,000,055,1,0,1,99
201200000312,3,916,,,2,02,18,200,0,1,1,000,068,1,0,3,99
201200000313,3,941,,,2,02,24,600,0,1,1,000,071,1,0,1,00
201200000314,3,104,,,2,02,0,0,0,1,1,000,000,1,0,1,00
201200000315,3,939,,,2,02,140,300,0,1,1,000,080,2,0,3,00
201200000316,3,341,,,2,02,12,400,0,1,1,000,069,1,0,1,00
201200000317,3,57,,,2,02,0,0,0,1,1,000,000,7,0,1,99
201200000318,3,75,,,2,02,0,0,0,1,2,000,075,1,0,1,99
201200000319,3,75,,E,2,02,49,200,0,1,1,000,050,1,0,1,99
201200000320,3,79,,,2,02,11,800,0,1,1,000,000,1,0,1,00
201200000321,3,939,,,2,02,159,500,0,1,1,000,080,1,0,1,99
201200000322,3,75,,,2,02,0,0,0,2,0,000,000,1,0,1,00
201200000323,3,75,,,2,02,19,600,0,2,1,000,068,1,0,1,00
201200000324,3,77,,,2,02,11,915,0,1,1,000,062,1,0,3,99
201200000325,5,0,,,2,02,0,0,0,2,1,000,033,1,0,1,99
201200000326,3,941,,,2,02,1,50,0,0,1,000,058,6,0,1,00
201200000327,3,916,,,2,02,5,750,0,4,3,000,075,2,0,4,00
201200000328,4,,,,4,01,,,0,1,2,000,000,1,5,1,99
201200000329,3,934,,,3,02,36,600,0,1,1,000,000,1,0,1,00
201200000330,3,1029,,,3,00,56,257,0,1,1,020,080,2,0,1,00
201200000331,3,179,,,2,02,5,330,0,2,3,000,000,1,0,1,99
201200000332,3,51,,,2,02,4,950,0,1,2,000,060,0,0,1,99
201200000333,3,936,,,2,02,25,500,0,2,1,000,060,1,0,1,99
201200000334,3,1001,,,2,02,14,500,0,1,1,000,075,8,0,1,99
201200000335,4,0,,,2,01,0,0,0,1,1,000,040,1,6,1,99
201200000336,3,210,,,2,02,16,500,0,2,3,000,000,1,0,3,00
201200000337,3,1029,,,2,00,21,700,0,1,1,000,000,1,0,1,99
201200000338,3,920,,,2,02,27,300,0,1,0,000,000,2,0,1,99
201200000339,3,8,,,2,02,14,650,0,1,1,050,000,1,0,1,00
201200000340,3,210,,,2,02,16,800,0,2,2,000,058,1,0,3,00
201200000341,3,38,,,2,02,9,200,0,1,4,050,050,2,2,1,99
201200000342,3,115,,,3,02,4,100,0,1,1,000,000,2,0,1,00
201200000343,3,113,,,2,02,4,595,0,1,1,000,061,1,0,1,00
201200000344,3,929,,,3,01,8,0,0,1,1,000,000,1,0,1,00
201200000345,4,0,,,0,00,0,0,0,1,1,000,070,1,0,1,00
201200000346,3,97,,,2,02,8,100,0,0,1,060,000,1,0,1,99
201200000347,3,933,,,2,02,12,500,0,1,1,000,000,1,0,1,00
201200000348,3,22,,,2,02,16,800,0,1,1,000,055,8,0,1,00
201200000349,3,153,,,2,02,10,500,0,0,2,000,059,2,0,1,00
201200000350,3,928,,,2,02,21,650,0,0,1,000,062,1,0,3,00
201200000351,3,928,,,2,02,21,950,0,1,2,000,062,1,0,4,99
201200000352,3,925,,,2,00,29,400,0,0,1,000,000,1,0,1,99
201200000353,3,928,,,2,00,15,100,0,1,1,000,076,2,0,1,99
201200000354,3,86,,,2,02,8,100,0,1,1,000,050,1,0,3,00
201200000355,3,925,,,2,02,34,100,0,0,2,000,062,1,0,3,00
201200000356,3,229,,,2,02,9,0,0,2,1,000,067,1,0,1,00
201200000357,3,936,,,2,02,41,0,0,1,1,000,064,1,0,1,99
201200000358,4,0,,,2,02,,,0,1,1,000,056,1,0,3,99
201200000359,3,928,,,2,02,9,500,0,2,1,000,060,2,0,1,00
201200000360,4,0,,,1,01,0,0,0,2,1,000,040,1,0,1,99
201200000361,4,0,,,2,02,0,0,0,1,1,000,050,1,0,1,99
201200000362,3,48,,,2,02,0,550,0,1,1,000,063,1,0,1,99
201200000363,4,0,,,2,02,0,0,0,1,2,000,070,1,0,1,99
201200000364,3,1001,,,2,02,76,800,0,1,1,000,076,1,0,1,99
201200000365,4,0,,,1,00,0,0,0,1,1,000,056,1,0,1,99
201200000366,3,928,,,2,02,43,50,0,3,3,000,000,1,0,1,00
201200000367,4,0,,,2,02,,,0,1,3,000,069,1,0,1,99
201200000368,2,25,,,2,02,38,400,0,1,1,000,076,2,0,1,99
201200000369,3,47,,,2,00,2,350,0,3,4,000,000,2,0,1,00
201200000370,3,83,,,2,00,2,700,0,1,2,000,000,1,0,1,00
201200000371,9,0,,,1,00,0,0,0,2,1,000,000,1,0,1,00
201200000372,3,935,,,2,00,31,900,0,1,1,000,070,1,0,1,99
201200000373,3,1017,,,2,00,46,100,0,1,1,000,060,1,0,1,99
201200000374,3,1017,,,2,02,51,700,0,1,2,000,082,2,0,1,99
