Num_Acc,catr,voie,v1,v2,circ,nbv,pr,pr1,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1
201700000098,4,0,,,1,01,0,0,0,1,,000,035,2,5,1,99
201700000099,9,0,,,0,02,,,0,1,0,000,015,1,,,
201700000100,3,963,,,2,02,,,0,2,1,000,069,1,0,3,03
201700000101,4,0,,,2,02,,,0,1,1,000,056,1,0,1,99
201700000102,4,0,,,1,02,,,0,1,2,000,070,1,0,3,99
201700000103,3,83,,,2,02,,,0,1,1,000,061,1,0,3,99
201700000104,3,156,,,2,02,,,0,2,0,000,020,1,,,
201700000105,3,42,,,2,02,4,490,0,1,1,000,070,2,0,3,99
201700000106,3,0,,,2,02,,,0,1,1,000,070,1,0,1,99
201700000107,4,,,,,,,,,,,,,,,,
201700000108,4,25,,,2,01,,,0,2,0,000,010,1,,,
201700000109,3,98,,,2,02,,,0,2,2,000,000,2,0,3,99
201700000110,3,21,,,2,02,,,0,1,0,000,020,1,,,
201700000111,4,0,,,2,02,,,0,2,0,000,015,1,,,
201700000112,3,955,,,2,02,5,16,0,1,1,000,061,1,0,1,99
201700000113,3,86,,,2,02,20,684,0,1,4,000,000,1,0,1,99
201700000114,3,955,,,2,02,2,840,0,2,1,000,064,1,0,1,99
201700000115,3,643,,,2,02,,,1,1,0,000,015,0,,,
201700000116,3,643,,,2,02,22,612,0,1,0,000,010,1,,,
201700000117,4,,,,,,,,,,,,,,,,
201700000118,3,74,,,2,02,,,0,1,0,000,010,1,,,
201700000119,3,16,,A,2,02,0,206,0,1,0,000,010,1,,,
201700000120,3,16,,,2,02,26,900,0,2,0,000,010,1,,,
201700000121,3,45,,,2,02,15,247,0,1,1,035,000,2,0,1,99
201700000122,4,0,,,2,02,,,0,1,0,000,010,1,,,
201700000123,3,16,,,3,02,26,133,0,2,1,000,000,1,0,1,99
201700000124,4,0,,,2,02,,,0,1,3,000,000,1,0,1,99
201700000125,3,113,,,2,02,,,0,1,2,000,000,1,0,1,99
201700000126,3,16,,,2,02,25,308,0,1,1,000,000,2,0,4,99
201700000127,3,88,,,2,02,18,780,0,1,2,000,000,1,0,3,99
201700000128,3,71,,,2,02,,,0,1,2,000,061,1,0,3,99
201700000129,3,630,,,2,02,,,0,1,1,000,000,1,0,1,99
201700000130,3,142,,,2,00,,,0,1,1,000,000,1,5,1,99
201700000131,3,103,,,2,02,2,734,0,2,2,000,067,1,0,3,99
201700000132,3,103,,,2,02,,,0,1,0,000,010,4,,,
201700000133,3,644,,,2,02,5,440,1,4,1,000,104,1,0,1,99
201700000134,3,29,,,2,02,11,850,0,2,4,000,060,1,0,3,99
201700000135,3,103,,,2,01,,,0,2,3,000,000,1,0,1,99
201700000136,3,958,,,2,02,9,200,0,1,1,000,060,1,0,1,99
201700000137,3,955,,,2,02,9,687,0,1,2,000,000,1,0,4,99
201700000138,3,942,,,2,02,19,660,0,2,0,006,010,1,,,
201700000139,3,43,,,,,,,,,,,,,,,
201700000140,3,46,,,2,02,,,0,1,1,000,000,1,0,1,99
201700000141,3,942,,,,,,,,,,,,,,,
201700000142,3,148,,,2,02,,,0,1,1,000,080,1,0,1,03
201700000143,4,0,,,2,02,,,0,1,0,000,010,1,,,
201700000144,3,621,,,2,04,,,0,1,0,008,015,1,,,
201700000145,3,135,,,2,02,,,0,1,0,000,070,1,,,
201700000146,3,30,,,,,,,,,,,,,,,
201700000147,3,938,,,2,02,,,0,1,1,000,000,2,0,3,99
201700000148,3,0,,,2,02,,,0,1,3,000,000,1,0,3,99
201700000149,3,127,,,2,02,,,0,1,0,000,015,3,,,
201700000150,3,938,,,2,02,,,0,1,1,000,000,1,0,1,99
201700000151,3,938,,,2,02,,,0,1,0,000,020,1,,,
201700000152,3,159,,,2,02,,,0,1,0,005,025,4,,,
201700000153,3,2649,,,2,02,,,0,1,3,020,100,1,0,1,99
201700000154,3,932,,,,,,,,,,,,,,,
201700000155,3,942,,,2,02,,,0,1,0,000,050,9,0,3,99
201700000156,3,159,,,2,02,,,0,1,2,000,050,1,0,3,99
201700000157,3,2649,,,2,02,,,0,1,1,000,060,1,0,4,99
201700000158,3,154,,,,,,,,,,,,,,,
201700000159,3,117,,,2,02,7,396,0,1,2,000,000,1,0,1,99
201700000160,4,0,,,2,02,,,0,2,1,000,030,1,0,4,99
201700000161,3,117,,,,,,,,,,,,,,,
201700000162,3,129,,,2,02,2,225,0,1,1,000,060,1,0,1,99
201700000163,3,932,,D,2,02,28,290,0,1,0,000,010,1,,,
201700000164,6,0,,,2,02,,,0,1,0,000,000,1,0,1,99
201700000165,3,934,,,2,02,,,0,1,1,000,070,2,0,1,99
201700000166,3,939,,,3,04,168,700,0,1,1,020,072,1,0,1,99
201700000167,1,16,,,3,01,59,300,0,1,1,005,070,2,0,1,99
201700000168,1,16,,,3,04,54,900,0,2,1,005,070,1,0,1,99
201700000169,1,16,,,1,04,55,900,0,2,0,505,010,1,,,
201700000170,1,16,,,2,02,55,200,0,2,1,000,080,1,0,1,99
201700000171,1,16,,,3,04,51,650,0,1,0,007,020,2,,,
201700000172,1,16,,,3,04,60,100,0,2,1,008,070,9,0,1,99
201700000173,3,33,,,2,02,,,0,2,0,000,070,1,,,
201700000174,4,0,,,2,02,,,0,1,1,000,059,2,0,3,99
201700000175,3,51,,,2,02,,,0,1,0,000,000,1,0,1,99
201700000176,2,17,,,3,04,36,150,0,1,1,000,000,1,0,1,99
201700000177,3,51,,,2,02,,,0,1,0,000,010,1,,,
201700000178,4,0,,,2,02,,,0,1,0,000,010,1,,,
201700000179,3,937,,,2,02,,,0,1,1,000,000,1,0,1,99
201700000180,3,950,,,1,04,,,0,1,1,000,000,1,0,3,99
201700000181,3,46,,E,2,02,,,0,1,1,000,045,1,1,1,99
201700000182,3,46,,,2,02,2,900,0,1,1,000,060,2,0,1,99
201700000183,3,950,,,1,02,12,100,0,1,0,008,010,1,,,
201700000184,3,46,,,2,02,3,100,0,1,1,000,090,1,0,0,99
201700000185,3,940,,,2,02,,,0,1,0,000,010,1,,,
201700000186,4,0,,,2,02,,,0,1,1,004,065,1,0,1,99
201700000187,3,238,,,2,02,11,800,0,2,0,000,010,1,,,
201700000188,3,113,,,2,02,40,950,0,2,1,000,073,2,0,1,99
201700000189,3,940,,,2,02,,,0,3,0,000,015,1,,,
201700000190,4,,,,2,02,,,,,,,,1,,1,
201700000191,3,236,,E,2,02,,,0,2,3,000,000,7,0,1,99
201700000192,4,0,,,2,02,,,0,1,1,000,065,2,0,1,03
201700000193,3,939,,,2,02,6,0,0,1,1,000,000,2,0,4,99
201700000194,3,148,,e,2,02,52,9,0,2,1,000,050,1,2,3,99
201700000195,3,148,,,2,02,,,0,2,2,090,100,1,0,3,99
201700000196,3,940,,,2,02,,,1,1,0,000,010,1,,,
201700000197,4,0,,,2,02,,,0,1,1,000,000,1,0,1,99
201700000198,4,,,,,,,,,,,,,,,1,
201700000199,3,157,,,2,01,,,0,1,0,000,025,1,,1,
201700000200,9,0,,,1,02,,,0,1,1,000,000,1,0,1,03
201700000201,4,0,,,0,02,,,0,1,1,000,000,1,0,3,99
201700000202,3,197,,,2,02,,,0,1,0,006,010,1,,,
201700000203,3,130,,,2,02,50,200,0,1,1,000,060,1,0,1,99
201700000204,4,0,,,2,02,,,0,1,0,000,010,1,,,
201700000205,3,194,,,2,02,,,0,1,0,007,015,1,,,
201700000206,3,943,,,0,01,,,0,1,0,007,020,1,,,
201700000207,3,157,,,0,02,,,0,1,0,000,059,1,0,3,99
201700000208,3,157,,,2,02,,,0,1,0,000,015,1,,,
201700000209,6,0,,,0,,,,0,1,0,000,010,0,,,
201700000210,4,,,,,,,,,,,,,,,1,
201700000211,3,54,,E,2,02,1,100,0,1,3,000,050,1,0,1,99
201700000212,3,102,,,2,02,5,450,0,3,1,000,063,1,0,1,99
201700000213,3,3,,,2,02,,,1,1,0,006,015,1,,,
201700000214,3,3,,,2,02,,,0,1,1,000,045,1,0,1,99
201700000215,3,48,,,3,02,,,0,1,0,005,010,1,,,
201700000216,3,48,,D,2,02,11,500,0,1,,000,090,2,5,1,99
201700000217,3,20,,,2,02,6,325,0,1,0,000,020,1,0,1,00
201700000218,3,929,,,2,02,29,200,0,1,1,000,070,2,0,1,99
201700000219,4,0,,,2,02,,,0,1,0,000,026,1,,,
201700000220,4,0,,,2,02,,,0,1,1,000,000,1,0,1,99
201700000221,4,0,,,2,02,,,0,1,0,007,010,1,,,
201700000222,3,4929,,D,2,02,,,0,1,0,006,010,1,,,
201700000223,3,42,,,2,02,4,100,0,1,2,000,000,5,0,1,99
201700000224,3,966,,,2,02,25,0,0,1,1,000,070,1,0,3,99
201700000225,3,86,,,2,02,19,500,0,2,2,000,082,1,0,3,99
201700000226,4,,,,2,02,,,,,,,,,0,1,99
201700000227,3,1003,,,2,02,9,500,0,3,0,006,010,1,0,1,99
201700000228,3,15,,,2,02,26,15,0,1,1,000,067,1,0,3,99
201700000229,3,863,,,2,02,11,300,0,2,0,000,047,6,0,3,99
201700000230,3,1003,,,2,02,8,0,0,1,3,000,067,1,0,0,99
201700000231,3,61,,,2,02,1,800,0,1,1,000,031,2,0,1,99
201700000232,3,11,,D,2,02,28,700,0,1,1,000,062,1,0,1,99
201700000233,4,,,,2,01,,,0,2,0,008,410,1,,,
201700000234,3,29,,,2,02,25,940,0,1,0,000,010,1,0,1,99
201700000235,3,31,,,2,02,60,990,0,1,0,006,220,1,0,1,99
201700000236,3,1043,,,2,02,11,451,0,1,0,020,010,1,,,
201700000237,3,1043,,,2,02,6,0,0,1,0,008,010,3,0,1,99
201700000238,3,963,,,2,02,0,850,0,2,3,000,000,1,0,1,99
201700000239,3,963,,,2,02,13,200,0,1,1,000,000,1,0,1,99
201700000240,4,,,,2,02,,,0,2,1,000,070,1,0,1,99
201700000241,3,31,,,2,02,73,0,0,1,0,000,250,1,0,3,99
201700000242,4,,,,2,02,,,0,2,1,000,000,1,0,1,99
201700000243,3,1043,,,2,02,19,765,0,2,2,000,070,1,0,3,99
201700000244,3,753,,,2,02,7,0,0,1,1,000,050,1,0,3,99
201700000245,3,1043,,,2,02,,,0,1,3,055,055,1,0,1,99
201700000246,3,1043,,,2,02,11,433,0,1,0,013,315,1,0,1,99
201700000247,3,74,,,2,02,5,790,0,1,1,000,070,1,0,1,99
201700000248,3,1760,,,2,02,,,0,2,,000,000,1,0,1,99
201700000249,3,1043,,,2,02,4,800,0,2,1,000,074,2,0,4,99
201700000250,4,0,,,1,01,,,0,1,0,000,015,4,,,
201700000251,3,31,,D,2,02,66,200,0,4,1,000,068,1,5,1,99
201700000252,4,,,,,,,,,,,,,,,,
201700000253,3,181,,,2,02,3,900,0,1,1,000,050,1,0,1,99
201700000254,3,153,,,2,02,19,855,0,2,0,000,015,1,,,
201700000255,3,153,,,2,02,26,420,0,1,1,000,000,1,0,4,99
201700000256,3,915,,,2,02,15,0,0,1,0,005,010,1,,,
201700000257,4,6,,,2,02,,,0,1,1,000,045,2,0,1,99
201700000258,3,53,,,2,02,0,200,0,1,0,080,000,1,0,1,99
201700000259,3,1001,,,2,02,23,740,0,1,1,000,097,1,0,3,99
201700000260,3,137,,,2,02,1,858,0,2,0,009,710,1,,,
201700000261,3,1001,,,2,02,19,386,0,4,0,009,020,1,0,1,99
201700000262,3,46,,,2,02,11,0,0,1,1,000,054,1,0,1,99
201700000263,4,,,,2,02,,,0,1,0,007,010,1,,1,03
201700000264,3,1001,,,2,03,19,500,0,4,1,009,215,1,0,1,99
201700000265,4,,,,2,02,,,0,1,3,000,165,1,0,1,99
201700000266,3,125,,,2,02,,,0,3,3,000,061,1,0,3,99
201700000267,3,46,,,2,02,13,855,0,1,0,006,810,4,,,
201700000268,3,1001,,,3,04,25,0,0,3,0,014,015,1,,,
201700000269,3,1001,,,2,03,21,900,0,1,1,000,097,1,0,1,99
201700000270,3,46,,,2,02,8,0,0,1,1,000,053,1,0,1,99
201700000271,3,1001,,,2,02,19,891,0,1,1,038,068,1,0,1,99
201700000272,3,505,,,2,02,1,0,0,1,1,000,045,1,0,1,99
201700000273,3,44,,,2,02,2,100,0,3,0,300,010,1,0,1,99
201700000274,3,46,,,2,02,7,942,0,1,2,000,052,2,0,3,99
201700000275,3,137,,,2,02,19,525,0,2,0,000,070,1,0,1,99
201700000276,3,137,,,2,02,16,500,0,1,1,000,000,1,0,1,99
201700000277,3,1016,,,2,02,25,90,0,1,1,000,000,1,0,1,99
201700000278,3,200,,,2,02,19,400,0,1,0,010,622,1,,,
201700000279,3,62,,,2,02,5,885,0,1,0,000,010,1,,,
201700000280,3,200,,,2,02,19,500,0,3,2,000,000,2,2,1,99
201700000281,3,75,,,2,02,12,800,0,1,0,000,054,2,0,3,99
201700000282,3,137,,,2,02,21,300,0,1,1,000,060,1,0,1,99
201700000283,4,,,,2,02,,,0,1,0,000,010,1,,,
201700000284,3,12,,,2,02,,,0,1,0,000,015,1,,,
201700000285,3,137,,,2,02,7,150,0,1,1,000,064,1,0,1,99
201700000286,3,55,,,2,01,20,800,0,1,0,000,020,1,,,
201700000287,3,137,,,2,02,13,650,0,1,0,000,010,1,0,1,99
201700000288,3,512,,E,2,02,,,0,1,1,040,040,1,0,1,99
201700000289,3,12,,,2,02,18,150,0,1,0,000,020,1,5,1,99
201700000290,3,85,,,2,02,0,0,0,1,,000,000,2,5,0,99
201700000291,2,31,,,2,01,76,600,0,1,1,000,109,1,0,3,99
201700000292,3,13,,,2,02,7,125,0,1,1,000,074,1,2,1,99
201700000293,3,547,,,2,02,5,20,0,1,3,000,058,1,0,1,99
201700000294,3,973,,,2,02,11,650,0,1,2,000,000,2,0,3,99
201700000295,4,,,,,,,,,,,,,,,,
201700000296,4,,,,2,02,,,0,1,1,000,085,1,0,4,99
201700000297,3,653,,,2,02,9,686,0,1,0,006,720,1,,,
201700000298,3,62,,,,,,,,,,,,,,,
201700000299,3,62,,,2,02,12,800,0,1,3,000,058,1,0,1,99
201700000300,3,653,,,2,02,19,250,0,3,1,076,000,1,0,1,99
201700000301,3,57,,,2,02,23,150,0,2,3,000,069,1,0,1,99
201700000302,3,653,,,2,03,9,500,0,1,0,011,010,1,,,
201700000303,3,1330,,,2,03,21,500,0,1,1,000,070,2,0,1,99
201700000304,3,1330,,,4,03,,,0,1,1,000,075,1,0,1,99
201700000305,4,,,,2,02,,,0,1,2,000,060,1,0,1,99
201700000306,4,,,,1,01,,,0,3,1,000,056,1,0,3,99
201700000307,4,,,,2,02,,,0,1,0,006,010,1,,,
201700000308,3,1017,,,2,02,10,0,0,1,1,075,000,1,0,1,99
201700000309,4,21,,,2,02,,,0,1,1,000,075,1,6,1,99
201700000310,3,924,,,2,02,4,840,0,1,1,000,000,7,0,1,99
201700000311,3,929,,,2,02,9,0,0,1,1,000,000,1,0,1,99
201700000312,3,49,,,2,02,0,700,0,1,1,000,000,1,0,1,99
201700000313,4,,,,2,02,,,0,2,2,000,000,1,0,1,99
201700000314,3,923,,,2,02,,,0,3,1,000,000,1,0,1,99
201700000315,3,105,,,3,02,,,0,1,0,000,000,1,0,1,99
201700000316,3,1001,,,3,04,5,800,0,1,0,010,070,1,0,2,99
201700000317,3,92,,,0,02,0,950,0,1,0,000,010,1,0,1,99
201700000318,3,929,,,2,02,1,500,0,1,0,000,010,1,0,1,00
201700000319,3,1001,,,0,02,0,300,0,1,1,000,113,2,0,1,99
201700000320,4,,,,2,02,,,0,1,0,000,010,1,,,
201700000321,3,4,,E,2,02,0,100,0,3,2,000,000,1,0,1,99
201700000322,3,1001,,,3,02,2,950,0,1,0,000,000,1,0,1,99
201700000323,3,1001,,d,2,02,1,50,0,1,0,000,020,1,0,1,99
201700000324,3,1001,,,2,03,7,135,0,1,1,000,000,7,0,3,99
201700000325,3,162,,,2,02,,,0,1,0,000,010,1,,,
201700000326,4,,,,2,02,,,0,1,0,005,015,1,,,
201700000327,3,1016,,,2,03,6,50,0,1,0,010,310,1,,,
201700000328,6,,,a,0,00,,,0,1,0,000,010,1,0,0,99
201700000329,3,1016,,,2,02,6,200,0,1,1,000,060,1,0,1,99
201700000330,3,118,,,2,02,,,0,1,2,000,030,2,0,1,99
201700000331,3,44,,,2,02,,,0,1,0,007,025,1,5,1,99
201700000332,3,1330,,G,1,01,29,850,3,1,0,003,510,1,3,1,99
201700000333,3,138,,,2,02,1,0,0,1,2,000,000,2,0,3,99
201700000334,3,44,,,2,02,23,150,0,1,0,006,010,1,5,1,99
201700000335,4,,,,2,02,,,0,1,1,000,000,1,0,1,99
201700000336,3,1016,,,2,02,6,700,0,4,0,000,020,1,,,
201700000337,3,924,,,1,01,9,1091,0,1,0,000,010,1,0,1,99
201700000338,9,,,,0,05,,,0,1,1,000,000,1,0,1,99
201700000339,3,1330,,,1,04,26,0,0,1,1,000,072,2,0,3,99
201700000340,4,,,,1,01,,,0,1,0,000,010,1,,,
201700000341,3,44,,,2,02,22,100,0,1,0,000,015,1,0,1,99
201700000342,3,44,,,2,02,22,350,0,2,3,000,065,2,0,1,99
201700000343,3,91,,,2,02,,,0,1,1,035,000,2,0,3,99
201700000344,2,2,,,2,02,13,400,0,1,1,000,076,2,0,1,99
201700000345,2,330,,,2,02,15,700,0,1,2,000,071,2,0,3,99
201700000346,2,2,,,2,02,15,500,0,1,1,000,071,2,0,1,99
201700000347,2,330,,,2,02,3,500,0,1,1,000,065,2,0,1,99
201700000348,4,,,,2,02,,,0,1,0,000,010,1,,,
201700000349,2,2,,,2,02,13,75,0,1,0,007,210,1,5,1,99
201700000350,3,134,,,2,02,2,0,0,1,1,000,039,1,0,3,99
201700000351,3,330,,A,2,02,12,0,0,2,1,000,059,1,0,1,99
201700000352,3,9,,E,2,02,,,0,1,0,000,000,1,0,1,99
201700000353,2,2,,,2,02,12,200,0,1,1,000,071,2,0,1,99
201700000354,2,330,,,2,02,2,0,0,1,0,007,315,1,,,
201700000355,4,,,,2,02,,,0,1,0,000,010,4,,,
201700000356,2,330,,,2,02,2,0,0,1,0,000,015,1,5,1,99
201700000357,3,126,,,2,02,4,750,0,1,0,006,010,1,,,
201700000358,3,6015,,,2,02,4,100,0,1,1,000,000,1,0,1,99
201700000359,3,6014,,,2,02,8,400,0,1,1,000,070,7,0,1,99
201700000360,3,6015,,,2,02,4,800,0,1,3,000,070,1,0,1,99
201700000361,3,6015,,,4,03,1,700,0,3,1,000,020,1,,,
201700000362,3,13,,,2,02,24,818,0,1,,000,090,1,0,1,99
201700000363,3,6015,,,2,02,4,900,0,1,3,000,000,1,0,1,99
201700000364,3,6015,,,2,02,3,32,0,1,1,000,069,1,0,1,99
201700000365,3,6014,,,2,02,1,990,0,1,1,000,076,1,0,1,99
201700000366,4,0,,,2,02,,,0,1,0,006,310,1,,,
201700000367,3,6014,,,2,02,1,,0,1,1,000,000,2,0,1,99
201700000368,3,982,,,2,02,66,870,0,1,1,000,000,1,0,3,99
201700000369,3,10,,,2,02,4,478,0,1,0,007,410,1,,,
201700000370,3,6015,,,2,02,83,190,0,1,1,000,090,1,0,1,99
201700000371,3,39,,A,2,02,18,950,0,1,0,006,010,1,,,
201700000372,4,0,,,0,02,,,0,1,1,000,040,1,0,1,99
201700000373,3,81,,,2,02,3,600,0,1,1,000,060,2,0,3,99
201700000374,3,915,,,2,02,,,0,2,0,000,012,1,,,
201700000375,3,1,,,2,02,34,350,0,1,4,000,060,2,0,4,99
201700000376,3,929,,,2,02,50,,0,4,0,008,020,3,,,
201700000377,3,919,,,2,02,18,50,0,1,1,000,066,1,0,1,99
201700000378,3,129,,,2,02,5,880,0,1,,000,000,1,5,1,99
201700000379,3,919,,,2,02,19,200,0,1,1,000,000,1,0,1,99
201700000380,3,1,,,2,02,45,100,0,1,0,000,010,1,,,
201700000381,3,915,,,2,02,25,600,0,1,1,000,075,1,0,1,99
201700000382,3,915,,,2,02,86,600,0,1,1,000,000,1,0,1,99
201700000383,3,129,,,2,02,5,60,0,1,0,000,010,1,,,
201700000384,3,915,,,2,02,39,0,0,1,1,000,077,2,0,1,99
201700000385,3,919,,,2,02,23,500,0,1,1,000,072,2,0,3,99
201700000386,4,0,,,2,02,,,0,1,0,008,010,1,,,
201700000387,3,6015,,,2,03,47,70,0,1,1,000,000,1,0,4,99
201700000388,3,5,,,2,02,17,200,0,3,2,000,060,1,0,1,99
201700000389,3,5,,,2,02,0,0,0,1,,000,000,2,0,1,03
201700000390,9,0,,,2,02,,,3,2,1,000,000,1,0,1,99
201700000391,4,,,,,,,,,,,,,,,,
201700000392,3,131,,,2,02,29,311,0,4,3,010,015,1,5,0,00
201700000393,3,490,,,2,02,3,800,0,1,0,000,015,1,,,
201700000394,3,982,,,2,02,31,500,0,2,1,000,000,1,0,1,99
201700000395,3,131,,,2,02,31,0,0,1,2,000,060,1,0,3,99
201700000396,3,982,,,2,02,42,,0,1,0,007,510,1,,,
201700000397,3,913,,,2,02,13,0,0,1,1,056,000,1,0,3,99
201700000398,3,64,,,2,02,8,0,0,2,4,000,100,1,0,1,99
201700000399,3,104,,,2,02,26,,0,1,2,000,070,1,0,1,99
